Batch, World, Method, Experiment, #obstacles passed, #obstacles identified, #targets passed, #targets identified,73,70,52,59,16,17,18,19,20,21,target1,target2,target3
b9,w2,APBITE 1.0-1.0,s8,10,9,1,1,V,V,V,V,V,X,V,V,V,V,V,O,O
b9,w2,APBITE 1.0-1.0,s7,10,9,1,0,V,V,V,V,V,V,V,X,V,V,X,O,O
b9,w2,APBITE 1.0-1.0,s6,10,4,1,0,X,V,V,X,V,X,X,X,V,X,X,O,O
b9,w2,APBITE 1.0-1.0,s12,10,7,1,0,X,V,V,V,V,X,X,V,V,V,X,O,O
b9,w2,APBITE 1.0-1.0,s15,10,6,1,1,V,X,V,V,V,V,X,X,V,X,V,O,O
b9,w2,APBITE 1.0-1.0,s13,10,7,1,1,V,X,V,V,V,X,V,X,V,V,V,O,O
b9,w2,APBITE 1.0-1.0,s11,10,6,1,0,V,X,V,X,V,X,V,X,V,V,X,O,O
b9,w2,APBITE 1.0-1.0,s10,10,7,1,0,V,V,V,V,V,X,X,X,V,V,X,O,O
b9,w2,APBITE 1.0-1.0,s9,10,6,1,0,X,X,V,X,V,X,V,V,V,V,X,O,O
b9,w2,APBITE 1.0-1.0,s4,10,6,1,0,X,X,V,V,X,V,V,X,V,V,X,O,O
b9,w2,APBITE 1.0-1.0,s3,10,4,1,0,X,X,V,V,V,X,X,X,V,X,X,O,O
b9,w2,APBITE 1.0-1.0,s1,10,7,1,1,X,V,V,V,V,V,V,X,X,V,V,O,O
b9,w2,APBITE 1.0-1.0,s14,10,6,1,0,X,X,V,X,V,V,V,V,V,X,X,O,O
b9,w2,APBITE 4.0-4.0,s7,10,4,1,1,X,X,X,V,X,V,V,X,V,X,V,O,O
b9,w2,APBITE 4.0-4.0,s4,10,5,1,1,X,X,V,X,V,X,X,V,V,V,V,O,O
b9,w2,APBITE 4.0-4.0,s11,10,8,1,0,V,X,V,V,V,X,V,V,V,V,X,O,O
b9,w2,APBITE 4.0-4.0,s12,10,6,1,0,V,X,V,V,V,X,X,V,V,X,X,O,O
b9,w2,APBITE 4.0-4.0,s10,10,3,1,0,X,X,V,X,X,X,X,V,X,V,X,O,O
b9,w2,APBITE 4.0-4.0,s1,10,8,1,1,V,V,V,X,V,V,V,V,V,X,V,O,O
b9,w2,APBITE 4.0-4.0,s14,10,3,1,0,X,X,V,V,V,X,X,X,X,X,X,O,O
b9,w2,APBITE 4.0-4.0,s8,10,6,1,0,V,X,V,X,V,X,X,V,V,V,X,O,O
b9,w2,APBITE 4.0-4.0,s3,10,7,1,1,V,V,X,V,V,V,V,X,X,V,V,O,O
b9,w2,APBITE 4.0-4.0,s13,10,5,1,0,V,X,V,V,X,X,V,X,V,X,X,O,O
b9,w2,APBITE 4.0-4.0,s15,10,5,1,1,X,X,V,X,V,X,X,V,V,V,V,O,O
b9,w2,APBITE 4.0-4.0,s9,10,2,1,1,X,V,V,X,X,X,X,X,X,X,V,O,O
b9,w2,APBITE 4.0-4.0,s2,10,6,1,1,X,V,V,V,X,V,X,V,V,X,V,O,O
b9,w2,APBITE 4.0-4.0,s0,10,5,1,1,V,V,X,X,X,V,V,X,V,X,V,O,O
b9,w2,APBITE 4.0-4.0,s5,10,5,1,1,X,V,V,X,X,V,V,V,X,X,V,O,O
b9,w2,APBITE 4.0-4.0,s6,10,5,1,1,X,V,V,X,V,X,X,V,X,V,V,O,O
b9,w2,APBITE 1-4.0,s7,10,7,1,0,V,V,V,V,V,V,X,V,X,X,X,O,O
b9,w2,APBITE 1-4.0,s0,10,8,1,0,V,X,V,V,V,X,V,V,V,V,X,O,O
b9,w2,APBITE 1-4.0,s2,10,6,1,1,X,X,V,V,X,V,V,V,V,X,V,O,O
b9,w2,APBITE 1-4.0,s10,10,4,1,1,X,X,V,X,V,X,V,X,V,X,V,O,O
b9,w2,APBITE 1-4.0,s14,10,6,1,0,X,V,V,V,V,X,X,V,V,X,X,O,O
b9,w2,APBITE 1-4.0,s8,10,6,1,0,X,X,V,V,V,X,V,V,V,X,X,O,O
b9,w2,APBITE 1-4.0,s1,10,7,1,1,V,X,V,X,V,V,V,V,V,X,V,O,O
b9,w2,APBITE 1-4.0,s15,10,4,1,1,X,V,V,V,X,X,X,X,V,X,V,O,O
b9,w2,APBITE 1-4.0,s5,10,8,1,0,V,V,V,X,V,X,V,V,V,V,X,O,O
b9,w2,APBITE 1-4.0,s11,10,6,1,1,X,V,X,X,V,V,X,V,V,V,V,O,O
b9,w2,APBITE 1-4.0,s4,10,6,1,0,V,X,V,X,X,V,V,X,V,V,X,O,O
b9,w2,APBITE 1-4.0,s9,10,4,1,0,X,X,V,V,X,V,V,X,X,X,X,O,O
b9,w2,APBITE 1-4.0,s3,10,9,1,1,V,V,V,V,V,V,V,X,V,V,V,O,O
b9,w2,APBITE 1-4.0,s6,10,6,1,1,V,V,X,V,V,X,V,X,V,X,V,O,O
b9,w2,APBITE 1-4.0,s13,10,8,1,0,X,V,V,V,V,V,V,X,V,V,X,O,O
b9,w2,APBITE 1-4.0,s12,10,8,1,0,V,V,V,V,V,V,X,X,V,V,X,O,O
b9,w2,lookup,s2,10,0,1,1,X,X,X,X,X,X,X,X,X,X,V,O,O
b9,w2,lookup,s8,10,0,1,1,X,X,X,X,X,X,X,X,X,X,V,O,O
b9,w2,lookup,s4,10,0,1,1,X,X,X,X,X,X,X,X,X,X,V,O,O
b9,w2,lookup,s6,10,0,1,1,X,X,X,X,X,X,X,X,X,X,V,O,O
b9,w2,lookup,s12,10,0,1,1,X,X,X,X,X,X,X,X,X,X,V,O,O
b9,w2,lookup,s7,10,0,1,1,X,X,X,X,X,X,X,X,X,X,V,O,O
b9,w2,lookup,s9,10,0,1,1,X,X,X,X,X,X,X,X,X,X,V,O,O
b9,w2,lookup,s5,10,0,1,1,X,X,X,X,X,X,X,X,X,X,V,O,O
b9,w2,lookup,s10,10,0,1,1,X,X,X,X,X,X,X,X,X,X,V,O,O
b9,w2,lookup,s15,10,0,1,1,X,X,X,X,X,X,X,X,X,X,V,O,O
b9,w2,lookup,s1,10,0,1,1,X,X,X,X,X,X,X,X,X,X,V,O,O
b9,w2,lookup,s11,10,0,1,1,X,X,X,X,X,X,X,X,X,X,V,O,O
b9,w2,lookup,s3,10,0,1,1,X,X,X,X,X,X,X,X,X,X,V,O,O
b9,w2,lookup,s14,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O
b9,w2,lookup,s0,10,0,1,1,X,X,X,X,X,X,X,X,X,X,V,O,O
b9,w2,lookup,s13,10,0,1,1,X,X,X,X,X,X,X,X,X,X,V,O,O
b9,w2,lookdown,s2,10,6,1,0,X,X,V,V,V,X,V,V,X,V,X,O,O
b9,w2,lookdown,s9,10,10,1,0,V,V,V,V,V,V,V,V,V,V,X,O,O
b9,w2,lookdown,s14,10,7,1,0,V,V,V,V,V,X,V,V,X,X,X,O,O
b9,w2,lookdown,s11,10,9,1,0,X,V,V,V,V,V,V,V,V,V,X,O,O
b9,w2,lookdown,s1,10,6,1,0,X,V,V,X,X,V,V,X,V,V,X,O,O
b9,w2,lookdown,s7,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O
b9,w2,lookdown,s15,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O
b9,w2,lookdown,s5,10,8,1,0,V,V,V,V,V,X,V,X,V,V,X,O,O
b9,w2,lookdown,s8,10,10,1,0,V,V,V,V,V,V,V,V,V,V,X,O,O
b9,w2,lookdown,s13,10,10,1,0,V,V,V,V,V,V,V,V,V,V,X,O,O
b9,w2,lookdown,s12,10,7,1,0,V,V,V,V,V,X,V,X,V,X,X,O,O
b9,w2,lookdown,s6,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O
b9,w2,lookdown,s3,10,9,1,0,X,V,V,V,V,V,V,V,V,V,X,O,O
b9,w2,lookdown,s0,10,9,1,0,X,V,V,V,V,V,V,V,V,V,X,O,O
b9,w2,lookdown,s10,10,8,1,0,V,V,V,V,V,V,V,X,V,X,X,O,O
b9,w2,lookdown,s4,10,8,1,0,V,V,V,V,V,V,X,X,V,V,X,O,O





Type,Sum(Obs_Passes),Sum(Obs_seen),Obs Ratio, ,Sum(Target_Passed),Sum(Target_seen),Target Ratio
opt,150.0,138.0,0.92,,15.0,13.0,0.866666666667
APBITE 4.0-1,150.0,89.0,0.593333333333,,15.0,8.0,0.533333333333
APBITE 1.0-1.0,160.0,97.0,0.60625,,16.0,5.0,0.3125
APBITE 4.0-4.0,160.0,83.0,0.51875,,16.0,10.0,0.625
APBITE 1-4.0,160.0,103.0,0.64375,,16.0,7.0,0.4375
lookup,150.0,0.0,0.0,,15.0,15.0,1.0
lookdown,130.0,107.0,0.823076923077,,13.0,0.0,0.0
