 time, 0-real 1-robot,object type,agent to obs x(robot),agent to obs y(robot),agent to obs z(robot), distance(robot),distance(real), sus obs x(robot), sus obs y(robot),sus obs z(robot), obs x(real), obs y(real), obs z(real), robot x(real), robot y(real), robot z(real)
79.895000, 0, Obstacle 70 ,,,,,1.5,,,,2.06,0.0,0.0,0.56,0.0,0.04 
83.635000, 1, myObstacle 70,1.2,0.11,-0.04,1.2,1.02,2.18,0.1,0.0,2.06,0.0,0.0,1.04,-0.0,0.04 
83.707000, 1, myObstacle 70,1.2,0.11,-0.04,1.2,1.01,2.18,0.1,0.0,2.06,0.0,0.0,1.06,-0.0,0.04 
83.868000, 1, myObstacle 70,1.2,0.11,-0.04,1.2,0.98,2.18,0.11,0.0,2.06,0.0,0.0,1.08,-0.0,0.04 
83.958000, 1, myObstacle 70,1.2,0.11,-0.04,1.2,0.97,2.18,0.11,0.0,2.06,0.0,0.0,1.09,-0.0,0.04 
84.043000, 1, myObstacle 70,1.12,0.11,-0.04,1.2,0.96,2.17,0.1,0.0,2.06,0.0,0.0,1.1,-0.0,0.04 
84.075000, 1, myObstacle 70,1.12,0.11,-0.04,1.13,0.96,2.17,0.1,0.0,2.06,0.0,0.0,1.1,-0.0,0.04 
84.149000, 1, myObstacle 70,1.12,0.11,-0.04,1.13,0.95,2.18,0.1,0.0,2.06,0.0,0.0,1.11,-0.0,0.04 
84.209000, 0, Obstacle 21 ,,,,,1.5,,,,2.62,-0.0,0.0,1.12,-0.0,0.04 
84.241000, 1, myObstacle 70,1.12,0.11,-0.04,1.13,0.94,2.17,0.1,0.0,2.06,0.0,0.0,1.12,-0.0,0.04 
84.388000, 1, myObstacle 70,1.12,0.11,-0.04,1.13,0.92,2.17,0.1,0.0,2.06,0.0,0.0,1.14,-0.0,0.04 
84.470000, 1, myObstacle 70,1.12,0.11,-0.04,1.13,0.91,2.18,0.1,0.0,2.06,0.0,0.0,1.15,-0.0,0.04 
84.525000, 1, myObstacle 70,1.12,0.11,-0.04,1.13,0.9,2.18,0.1,0.0,2.06,0.0,0.0,1.16,-0.0,0.04 
84.621000, 1, myObstacle 70,1.05,0.11,-0.04,1.13,0.89,2.17,0.1,0.0,2.06,0.0,0.0,1.17,-0.0,0.04 
84.688000, 1, myObstacle 70,1.05,0.11,-0.04,1.06,0.88,2.17,0.1,0.0,2.06,0.0,0.0,1.18,-0.0,0.04 
84.784000, 1, myObstacle 70,1.05,0.11,-0.04,1.06,0.87,2.17,0.1,0.0,2.06,0.0,0.0,1.19,-0.0,0.04 
84.929000, 1, myObstacle 70,1.05,0.11,-0.04,1.06,0.85,2.17,0.1,0.0,2.06,0.0,0.0,1.21,-0.0,0.04 
85.005000, 1, myObstacle 70,1.05,0.11,-0.04,1.06,0.84,2.17,0.1,0.0,2.06,0.0,0.0,1.22,-0.0,0.04 
85.079000, 1, myObstacle 70,0.99,0.11,-0.04,1.06,0.83,2.17,0.1,0.0,2.06,0.0,0.0,1.23,-0.0,0.04 
85.148000, 1, myObstacle 70,0.99,0.11,-0.04,1.0,0.82,2.17,0.1,0.0,2.06,0.0,0.0,1.24,-0.0,0.04 
85.181000, 1, myObstacle 70,0.99,0.11,-0.04,1.0,0.81,2.17,0.1,0.0,2.06,0.0,0.0,1.25,-0.0,0.04 
85.289000, 1, myObstacle 70,0.99,0.11,-0.04,1.0,0.8,2.17,0.1,0.0,2.06,0.0,0.0,1.26,-0.0,0.04 
85.449000, 1, myObstacle 70,0.99,0.11,-0.04,1.0,0.78,2.17,0.1,0.0,2.06,0.0,0.0,1.28,-0.0,0.04 
85.518000, 1, myObstacle 70,0.99,0.11,-0.04,1.0,0.77,2.17,0.1,0.0,2.06,0.0,0.0,1.29,-0.0,0.04 
85.588000, 1, myObstacle 70,0.91,0.11,-0.04,1.0,0.76,2.17,0.1,0.0,2.06,0.0,0.0,1.3,-0.0,0.04 
85.640000, 1, myObstacle 21,1.49,0.11,-0.04,1.5,1.31,2.75,0.11,0.0,2.62,-0.0,0.0,1.31,-0.0,0.04 
85.705000, 1, myObstacle 70,0.91,0.11,-0.04,0.92,0.75,2.17,0.1,0.0,2.06,0.0,0.0,1.32,-0.0,0.04 
85.756000, 1, myObstacle 21,1.49,0.11,-0.04,1.5,1.3,2.75,0.11,0.0,2.62,-0.0,0.0,1.32,-0.0,0.04 
85.826000, 1, myObstacle 70,0.91,0.11,-0.04,0.92,0.73,2.17,0.1,0.0,2.06,0.0,0.0,1.33,-0.0,0.04 
85.878000, 1, myObstacle 21,1.49,0.11,-0.04,1.5,1.28,2.75,0.11,0.0,2.62,-0.0,0.0,1.34,-0.0,0.04 
85.996000, 1, myObstacle 70,0.91,0.11,-0.04,0.92,0.71,2.16,0.1,0.0,2.06,0.0,0.0,1.35,-0.0,0.04 
86.083000, 1, myObstacle 21,1.49,0.11,-0.04,1.5,1.26,2.75,0.11,0.0,2.62,-0.0,0.0,1.36,-0.0,0.04 
86.199000, 1, myObstacle 70,0.86,0.11,-0.04,0.87,0.68,2.17,0.1,0.0,2.06,0.0,0.0,1.38,-0.0,0.04 
86.271000, 1, myObstacle 21,1.43,0.11,-0.04,1.43,1.23,2.74,0.1,0.0,2.62,-0.0,0.0,1.39,-0.0,0.04 
86.331000, 1, myObstacle 70,0.86,0.11,-0.04,0.87,0.67,2.17,0.1,0.0,2.06,0.0,0.0,1.4,-0.0,0.04 
