 time, 0-real 1-robot,object type,agent to obs x(robot),agent to obs y(robot),agent to obs z(robot), distance(robot),distance(real), sus obs x(robot), sus obs y(robot),sus obs z(robot), obs x(real), obs y(real), obs z(real), robot x(real), robot y(real), robot z(real)
79.634000, 0, Obstacle 70 ,,,,,1.5,,,,2.06,0.0,0.0,0.56,0.0,0.04 
81.202000, 1, myObstacle 70,1.46,0.11,-0.03,1.46,1.3,2.16,0.1,0.0,2.06,0.0,0.0,0.76,-0.0,0.04 
81.285000, 1, myObstacle 70,1.46,0.11,-0.03,1.46,1.29,2.16,0.1,0.0,2.06,0.0,0.0,0.77,-0.0,0.04 
81.349000, 1, myObstacle 70,1.46,0.11,-0.03,1.46,1.28,2.16,0.1,0.0,2.06,0.0,0.0,0.78,-0.0,0.04 
81.444000, 1, myObstacle 70,1.46,0.11,-0.03,1.46,1.27,2.15,0.1,0.0,2.06,0.0,0.0,0.8,-0.0,0.04 
81.562000, 1, myObstacle 70,1.46,0.11,-0.03,1.46,1.25,2.15,0.1,0.0,2.06,0.0,0.0,0.81,-0.0,0.04 
81.607000, 1, myObstacle 70,1.46,0.11,-0.03,1.46,1.24,2.15,0.1,0.0,2.06,0.0,0.0,0.82,-0.0,0.04 
81.653000, 1, myObstacle 70,1.46,0.11,-0.03,1.46,1.24,2.15,0.1,0.0,2.06,0.0,0.0,0.82,-0.0,0.04 
81.731000, 1, myObstacle 70,1.46,0.11,-0.03,1.46,1.23,2.15,0.1,0.0,2.06,0.0,0.0,0.83,-0.0,0.04 
81.773000, 1, myObstacle 70,1.46,0.11,-0.03,1.46,1.22,2.15,0.1,0.0,2.06,0.0,0.0,0.84,-0.0,0.04 
81.869000, 1, myObstacle 70,1.46,0.11,-0.03,1.46,1.21,2.15,0.1,0.0,2.06,0.0,0.0,0.85,-0.0,0.04 
81.985000, 1, myObstacle 70,1.46,0.11,-0.03,1.46,1.2,2.15,0.1,0.0,2.06,0.0,0.0,0.86,-0.0,0.04 
82.635000, 1, myObstacle 70,1.28,0.12,-0.03,1.28,1.11,2.17,0.1,0.0,2.06,0.0,0.0,0.95,-0.0,0.04 
82.742000, 1, myObstacle 70,1.28,0.12,-0.03,1.28,1.1,2.17,0.1,0.0,2.06,0.0,0.0,0.96,-0.0,0.04 
82.888000, 1, myObstacle 70,1.28,0.12,-0.03,1.28,1.08,2.17,0.1,0.0,2.06,0.0,0.0,0.98,-0.0,0.04 
82.961000, 1, myObstacle 70,1.28,0.12,-0.03,1.28,1.07,2.18,0.1,0.0,2.06,0.0,0.0,0.99,-0.0,0.04 
83.020000, 1, myObstacle 70,1.28,0.12,-0.03,1.28,1.06,2.18,0.1,0.0,2.06,0.0,0.0,1.0,-0.0,0.04 
83.163000, 1, myObstacle 70,1.2,0.12,-0.03,1.21,1.04,2.16,0.1,0.0,2.06,0.0,0.0,1.02,-0.0,0.04 
83.284000, 1, myObstacle 70,1.2,0.12,-0.03,1.21,1.03,2.16,0.1,0.0,2.06,0.0,0.0,1.03,-0.0,0.04 
83.331000, 1, myObstacle 70,1.2,0.12,-0.03,1.21,1.02,2.16,0.1,0.0,2.06,0.0,0.0,1.04,-0.0,0.04 
83.388000, 1, myObstacle 70,1.2,0.12,-0.03,1.21,1.01,2.16,0.1,0.0,2.06,0.0,0.0,1.05,-0.0,0.04 
83.463000, 1, myObstacle 70,1.2,0.12,-0.03,1.21,1.0,2.16,0.1,0.0,2.06,0.0,0.0,1.06,-0.0,0.04 
83.533000, 1, myObstacle 70,1.2,0.12,-0.03,1.21,0.99,2.17,0.11,0.0,2.06,0.0,0.0,1.07,-0.0,0.04 
83.672000, 1, myObstacle 70,1.14,0.12,-0.04,1.15,0.98,2.17,0.11,0.0,2.06,0.0,0.0,1.09,-0.0,0.04 
83.784000, 1, myObstacle 70,1.14,0.12,-0.04,1.15,0.96,2.17,0.11,0.0,2.06,0.0,0.0,1.1,-0.0,0.04 
83.850000, 1, myObstacle 70,1.14,0.12,-0.04,1.15,0.95,2.17,0.11,0.0,2.06,0.0,0.0,1.11,-0.0,0.04 
83.952000, 0, Obstacle 21 ,,,,,1.5,,,,2.62,0.0,0.0,1.12,-0.0,0.04 
83.932000, 1, myObstacle 70,1.14,0.12,-0.04,1.15,0.94,2.18,0.1,0.0,2.06,0.0,0.0,1.12,-0.0,0.04 
84.027000, 1, myObstacle 70,1.14,0.12,-0.04,1.15,0.93,2.16,0.11,0.0,2.06,0.0,0.0,1.13,-0.0,0.04 
84.102000, 1, myObstacle 70,1.08,0.12,-0.04,1.15,0.92,2.16,0.11,0.0,2.06,0.0,0.0,1.14,-0.0,0.04 
84.367000, 1, myObstacle 70,1.08,0.12,-0.04,1.09,0.88,2.19,0.1,0.0,2.06,0.0,0.0,1.18,-0.0,0.04 
84.424000, 1, myObstacle 70,1.08,0.12,-0.04,1.09,0.88,2.19,0.1,0.0,2.06,0.0,0.0,1.18,-0.0,0.04 
84.500000, 1, myObstacle 70,1.08,0.12,-0.04,1.09,0.87,2.19,0.1,0.0,2.06,0.0,0.0,1.19,-0.0,0.04 
84.617000, 1, myObstacle 70,1.08,0.12,-0.04,1.09,0.85,2.16,0.11,0.0,2.06,0.0,0.0,1.21,-0.0,0.04 
84.719000, 1, myObstacle 70,1.01,0.12,-0.04,1.01,0.84,2.16,0.11,0.0,2.06,0.0,0.0,1.22,-0.0,0.04 
84.819000, 1, myObstacle 70,1.01,0.12,-0.04,1.01,0.83,2.16,0.11,0.0,2.06,0.0,0.0,1.23,-0.01,0.04 
84.876000, 1, myObstacle 70,1.01,0.12,-0.04,1.01,0.82,2.16,0.1,0.01,2.06,0.0,0.0,1.24,-0.01,0.04 
84.979000, 1, myObstacle 70,1.01,0.12,-0.04,1.01,0.8,2.17,0.1,0.0,2.06,0.0,0.0,1.26,-0.01,0.04 
85.071000, 1, myObstacle 70,1.01,0.12,-0.04,1.01,0.79,2.17,0.1,0.0,2.06,0.0,0.0,1.27,-0.01,0.04 
85.186000, 1, myObstacle 70,0.94,0.12,-0.04,1.01,0.78,2.17,0.1,0.0,2.06,0.0,0.0,1.28,-0.01,0.04 
85.369000, 1, myObstacle 70,0.94,0.12,-0.04,0.95,0.76,2.18,0.1,0.0,2.06,0.0,0.0,1.31,-0.01,0.04 
85.444000, 1, myObstacle 70,0.94,0.12,-0.04,0.95,0.74,2.18,0.1,0.0,2.06,0.0,0.0,1.32,-0.01,0.04 
85.545000, 1, myObstacle 70,0.94,0.12,-0.04,0.95,0.73,2.18,0.1,0.0,2.06,0.0,0.0,1.33,-0.01,0.04 
85.612000, 1, myObstacle 70,0.94,0.12,-0.04,0.95,0.72,2.18,0.1,0.0,2.06,0.0,0.0,1.34,-0.01,0.04 
