 time, 0-real 1-robot,object type,agent to obs x(robot),agent to obs y(robot),agent to obs z(robot), distance(robot),distance(real), sus obs x(robot), sus obs y(robot),sus obs z(robot), obs x(real), obs y(real), obs z(real), robot x(real), robot y(real), robot z(real)
79.876000, 0, Obstacle 70 ,,,,,1.5,,,,2.06,-0.0,0.0,0.56,0.0,0.04 
84.187000, 0, Obstacle 21 ,,,,,1.5,,,,2.62,-0.0,0.0,1.12,0.0,0.04 
89.033000, 0, Obstacle 59 ,,,,,1.5,,,,3.25,0.0,0.0,1.75,0.0,0.04 
89.757000, 1, myObstacle 21,0.95,0.1,-0.04,0.96,0.78,2.73,0.1,0.0,2.62,-0.0,0.0,1.84,0.0,0.04 
89.823000, 1, myObstacle 21,0.95,0.1,-0.04,0.96,0.77,2.73,0.1,0.0,2.62,-0.0,0.0,1.85,0.0,0.04 
90.005000, 1, myObstacle 21,0.95,0.1,-0.04,0.96,0.75,2.73,0.1,0.0,2.62,-0.0,0.0,1.88,0.0,0.04 
90.102000, 1, myObstacle 21,0.95,0.1,-0.04,0.96,0.73,2.73,0.1,0.0,2.62,-0.0,0.0,1.89,0.0,0.04 
90.220000, 1, myObstacle 21,0.95,0.1,-0.04,0.96,0.72,2.73,0.1,0.0,2.62,-0.0,0.0,1.9,0.0,0.04 
90.310000, 1, myObstacle 21,0.95,0.1,-0.04,0.96,0.71,2.73,0.1,0.0,2.62,-0.0,0.0,1.92,0.0,0.04 
90.366000, 1, myObstacle 21,0.95,0.1,-0.04,0.96,0.7,2.73,0.1,0.0,2.62,-0.0,0.0,1.92,0.0,0.04 
90.505000, 1, myObstacle 21,0.95,0.1,-0.04,0.96,0.68,2.73,0.1,0.0,2.62,-0.0,0.0,1.94,0.0,0.04 
90.554000, 1, myObstacle 21,0.95,0.1,-0.04,0.96,0.67,2.73,0.1,0.0,2.62,-0.0,0.0,1.95,0.0,0.04 
90.657000, 1, myObstacle 21,0.95,0.1,-0.04,0.96,0.66,2.73,0.1,0.0,2.62,-0.0,0.0,1.96,0.0,0.04 
91.110000, 1, myObstacle 21,0.75,0.1,-0.04,0.76,0.6,2.73,0.1,0.0,2.62,-0.0,0.0,2.02,0.0,0.04 
91.191000, 1, myObstacle 59,1.38,0.1,-0.04,1.39,1.22,3.36,0.11,0.0,3.25,0.0,0.0,2.03,0.0,0.04 
91.257000, 1, myObstacle 21,0.75,0.1,-0.04,0.76,0.58,2.73,0.1,0.0,2.62,-0.0,0.0,2.04,0.0,0.04 
91.363000, 1, myObstacle 59,1.38,0.1,-0.04,1.39,1.2,4.71,0.1,0.0,3.25,0.0,0.0,2.05,0.0,0.04 
91.414000, 1, myObstacle 21,0.75,0.1,-0.04,0.76,0.56,2.72,0.1,0.0,2.62,-0.0,0.0,2.06,0.0,0.04 
91.729000, 1, myObstacle 59,1.32,0.09,-0.03,1.33,1.15,3.35,0.1,0.0,3.25,0.0,0.0,2.1,0.0,0.04 
91.779000, 1, myObstacle 21,0.7,0.1,-0.04,0.71,0.51,2.75,0.1,0.0,2.62,-0.0,0.0,2.11,0.0,0.04 
91.864000, 1, myObstacle 59,1.32,0.09,-0.03,1.33,1.13,3.35,0.1,0.0,3.25,0.0,0.0,2.12,0.0,0.04 
91.909000, 1, myObstacle 21,0.7,0.1,-0.04,0.71,0.5,2.75,0.1,0.0,2.62,-0.0,0.0,2.12,0.0,0.04 
92.013000, 1, myObstacle 59,1.28,0.09,-0.04,1.33,1.11,3.37,0.1,0.0,3.25,0.0,0.0,2.14,0.0,0.04 
92.069000, 1, myObstacle 21,0.7,0.1,-0.04,0.71,0.48,2.75,0.1,0.0,2.62,-0.0,0.0,2.14,0.0,0.04 
92.180000, 1, myObstacle 59,1.28,0.09,-0.04,1.28,1.09,3.36,0.1,0.0,3.25,0.0,0.0,2.16,0.0,0.04 
92.231000, 1, myObstacle 21,0.7,0.1,-0.04,0.71,0.45,2.75,0.1,0.0,2.62,-0.0,0.0,2.17,0.0,0.04 
92.284000, 1, myObstacle 59,1.28,0.09,-0.04,1.28,1.08,3.35,0.1,0.0,3.25,0.0,0.0,2.17,0.0,0.04 
92.348000, 1, myObstacle 21,0.7,0.1,-0.04,0.71,0.44,2.75,0.1,0.0,2.62,-0.0,0.0,2.18,0.01,0.04 
92.399000, 1, myObstacle 59,1.28,0.09,-0.04,1.28,1.06,3.37,0.1,0.0,3.25,0.0,0.0,2.19,0.01,0.04 
92.436000, 1, myObstacle 59,1.28,0.09,-0.04,1.28,1.06,3.37,0.1,0.0,3.25,0.0,0.0,2.19,0.01,0.04 
92.515000, 1, myObstacle 59,1.22,0.1,-0.04,1.28,1.05,3.37,0.1,0.0,3.25,0.0,0.0,2.2,0.01,0.04 
92.582000, 1, myObstacle 59,1.22,0.1,-0.04,1.22,1.04,3.36,0.1,0.0,3.25,0.0,0.0,2.21,0.01,0.04 
92.719000, 1, myObstacle 59,1.22,0.1,-0.04,1.22,1.02,3.37,0.1,0.0,3.25,0.0,0.0,2.23,0.01,0.04 
92.806000, 1, myObstacle 59,1.22,0.1,-0.04,1.22,1.01,3.36,0.1,0.0,3.25,0.0,0.0,2.24,0.01,0.04 
92.886000, 1, myObstacle 59,1.22,0.1,-0.04,1.22,1.0,3.36,0.1,0.0,3.25,0.0,0.0,2.25,0.01,0.04 
92.933000, 1, myObstacle 59,1.22,0.1,-0.04,1.22,0.99,3.36,0.1,0.0,3.25,0.0,0.0,2.26,0.01,0.04 
92.976000, 1, myObstacle 59,1.22,0.1,-0.04,1.22,0.99,3.37,0.1,0.0,3.25,0.0,0.0,2.26,0.01,0.04 
93.034000, 1, myObstacle 59,1.22,0.1,-0.04,1.22,0.98,3.37,0.1,0.0,3.25,0.0,0.0,2.27,0.01,0.04 
93.118000, 1, myObstacle 59,1.22,0.1,-0.04,1.22,0.97,3.37,0.1,0.0,3.25,0.0,0.0,2.28,0.01,0.04 
93.256000, 1, myObstacle 59,1.22,0.1,-0.04,1.22,0.95,3.37,0.1,0.0,3.25,0.0,0.0,2.3,0.01,0.04 
93.319000, 1, myObstacle 59,1.22,0.1,-0.04,1.22,0.94,3.37,0.1,0.0,3.25,0.0,0.0,2.31,0.01,0.04 
93.654000, 0, Obstacle 19 ,,,,,1.5,,,,3.85,0.0,0.0,2.35,0.01,0.04 
99.262000, 0, Obstacle 16 ,,,,,1.5,,,,4.58,0.0,0.0,3.08,0.01,0.04 
108.215000, 1, myObstacle 52,0.6,0.02,-0.04,0.6,2.61,4.78,0.03,0.0,6.85,0.0,0.0,4.24,0.01,0.04 
108.287000, 1, myObstacle 52,0.6,0.02,-0.04,0.6,2.6,4.78,0.03,0.0,6.85,0.0,0.0,4.25,0.01,0.04 
108.333000, 1, myObstacle 52,0.6,0.02,-0.04,0.6,2.59,4.78,0.03,0.0,6.85,0.0,0.0,4.26,0.01,0.04 
108.467000, 1, myObstacle 52,0.6,0.02,-0.04,0.6,2.58,4.78,0.03,0.0,6.85,0.0,0.0,4.28,0.01,0.04 
108.563000, 1, myObstacle 52,0.6,0.02,-0.04,0.6,2.56,4.78,0.03,0.0,6.85,0.0,0.0,4.29,0.01,0.04 
108.600000, 1, myObstacle 52,0.6,0.02,-0.04,0.6,2.56,4.78,0.03,0.0,6.85,0.0,0.0,4.29,0.01,0.04 
108.735000, 1, myObstacle 52,0.6,0.02,-0.04,0.6,2.54,4.78,0.03,0.0,6.85,0.0,0.0,4.31,0.01,0.04 
108.795000, 1, myObstacle 52,0.6,0.02,-0.04,0.6,2.53,4.78,0.03,0.0,6.85,0.0,0.0,4.32,0.01,0.04 
108.846000, 1, myObstacle 52,0.6,0.02,-0.04,0.6,2.52,6.98,0.1,0.0,6.85,0.0,0.0,4.33,0.01,0.04 
109.577000, 0, Obstacle 73 ,,,,,1.5,,,,5.92,-0.0,0.0,4.42,0.01,0.04 
111.517000, 0, Obstacle 20 ,,,,,1.5,,,,6.17,0.0,0.0,4.67,0.01,0.04 
116.734000, 0, Obstacle 52 ,,,,,1.5,,,,6.85,0.0,0.0,5.35,0.01,0.04 
119.546000, 1, myObstacle 52,1.29,0.08,-0.04,1.3,1.14,6.96,0.1,0.0,6.85,0.0,0.0,5.71,0.02,0.04 
119.802000, 1, myObstacle 52,1.29,0.08,-0.04,1.3,1.1,6.96,0.1,0.0,6.85,0.0,0.0,5.75,0.02,0.04 
119.881000, 1, myObstacle 16,1.28,0.08,-0.04,1.28,1.18,6.97,0.1,0.0,4.58,0.0,0.0,5.76,0.02,0.04 
119.938000, 1, myObstacle 52,1.29,0.08,-0.04,1.3,1.09,6.98,0.1,0.0,6.85,0.0,0.0,5.77,0.02,0.04 
119.978000, 1, myObstacle 16,1.28,0.08,-0.04,1.28,1.19,6.97,0.1,0.0,4.58,0.0,0.0,5.77,0.02,0.04 
120.066000, 1, myObstacle 52,1.29,0.08,-0.04,1.3,1.07,6.98,0.1,0.0,6.85,0.0,0.0,5.78,0.02,0.04 
120.119000, 1, myObstacle 16,1.28,0.08,-0.04,1.28,1.21,6.97,0.1,0.0,4.58,0.0,0.0,5.79,0.02,0.04 
120.314000, 1, myObstacle 52,1.21,0.08,-0.03,1.21,1.04,6.97,0.1,0.0,6.85,0.0,0.0,5.82,0.02,0.04 
120.384000, 1, myObstacle 16,1.28,0.08,-0.04,1.28,1.24,6.97,0.1,0.0,4.58,0.0,0.0,5.82,0.02,0.04 
120.479000, 1, myObstacle 52,1.21,0.08,-0.03,1.21,1.01,6.97,0.1,0.0,6.85,0.0,0.0,5.84,0.02,0.04 
120.544000, 1, myObstacle 16,1.28,0.08,-0.04,1.28,1.26,6.97,0.1,0.0,4.58,0.0,0.0,5.84,0.02,0.04 
120.644000, 1, myObstacle 52,1.21,0.08,-0.03,1.21,0.99,6.96,0.1,0.0,6.85,0.0,0.0,5.86,0.02,0.04 
120.844000, 1, myObstacle 52,1.21,0.08,-0.03,1.21,0.97,6.96,0.1,0.0,6.85,0.0,0.0,5.88,0.02,0.04 
120.937000, 1, myObstacle 52,1.13,0.08,-0.04,1.21,0.96,6.97,0.1,0.0,6.85,0.0,0.0,5.9,0.02,0.04 
121.008000, 1, myObstacle 52,1.13,0.08,-0.04,1.14,0.95,6.97,0.1,0.0,6.85,0.0,0.0,5.91,0.02,0.04 
121.051000, 0, Obstacle 17 ,,,,,1.5,,,,7.41,-0.0,0.0,5.91,0.02,0.04 
121.127000, 1, myObstacle 52,1.13,0.08,-0.04,1.14,0.93,6.96,0.1,0.0,6.85,0.0,0.0,5.92,0.02,0.04 
121.210000, 1, myObstacle 52,1.13,0.08,-0.04,1.14,0.92,6.96,0.1,0.0,6.85,0.0,0.0,5.93,0.02,0.04 
121.322000, 1, myObstacle 52,1.13,0.08,-0.04,1.14,0.9,6.96,0.1,0.0,6.85,0.0,0.0,5.95,0.02,0.04 
121.384000, 1, myObstacle 52,1.13,0.08,-0.04,1.14,0.9,6.96,0.1,0.0,6.85,0.0,0.0,5.95,0.02,0.04 
121.492000, 1, myObstacle 52,1.06,0.08,-0.04,1.14,0.88,6.96,0.1,0.0,6.85,0.0,0.0,5.97,0.02,0.04 
121.552000, 1, myObstacle 52,1.06,0.08,-0.04,1.06,0.88,6.97,0.1,0.0,6.85,0.0,0.0,5.98,0.02,0.04 
121.688000, 1, myObstacle 52,1.06,0.08,-0.04,1.06,0.86,6.96,0.1,0.0,6.85,0.0,0.0,5.99,0.02,0.04 
121.786000, 1, myObstacle 52,1.06,0.08,-0.04,1.06,0.85,6.96,0.1,0.0,6.85,0.0,0.0,6.0,0.02,0.04 
121.917000, 1, myObstacle 52,1.06,0.08,-0.04,1.06,0.83,6.97,0.1,0.0,6.85,0.0,0.0,6.02,0.02,0.04 
122.000000, 1, myObstacle 52,1.06,0.08,-0.04,1.06,0.82,6.96,0.1,0.0,6.85,0.0,0.0,6.03,0.02,0.04 
122.068000, 1, myObstacle 52,0.98,0.08,-0.04,0.98,0.81,6.96,0.1,0.0,6.85,0.0,0.0,6.04,0.02,0.04 
122.117000, 1, myObstacle 52,0.98,0.08,-0.04,0.98,0.8,6.96,0.1,0.0,6.85,0.0,0.0,6.05,0.02,0.04 
122.183000, 1, myObstacle 52,0.98,0.08,-0.04,0.98,0.79,6.96,0.1,0.0,6.85,0.0,0.0,6.06,0.02,0.04 
122.225000, 1, myObstacle 52,0.98,0.08,-0.04,0.98,0.79,6.96,0.1,0.0,6.85,0.0,0.0,6.06,0.02,0.04 
122.315000, 1, myObstacle 52,0.98,0.08,-0.04,0.98,0.78,6.96,0.1,0.0,6.85,0.0,0.0,6.07,0.02,0.04 
122.454000, 1, myObstacle 52,0.98,0.08,-0.04,0.98,0.76,6.96,0.1,0.0,6.85,0.0,0.0,6.09,0.02,0.04 
122.512000, 1, myObstacle 52,0.98,0.08,-0.04,0.98,0.75,6.96,0.1,0.0,6.85,0.0,0.0,6.1,0.02,0.04 
122.562000, 1, myObstacle 52,0.98,0.08,-0.04,0.98,0.74,6.96,0.1,0.0,6.85,0.0,0.0,6.11,0.02,0.04 
122.644000, 1, myObstacle 52,0.98,0.08,-0.04,0.98,0.73,6.96,0.1,0.0,6.85,0.0,0.0,6.12,0.02,0.04 
122.792000, 1, myObstacle 52,0.91,0.08,-0.04,0.98,0.72,6.96,0.1,0.0,6.85,0.0,0.0,6.13,0.02,0.04 
122.881000, 1, myObstacle 52,0.91,0.08,-0.04,0.91,0.7,6.96,0.1,0.0,6.85,0.0,0.0,6.15,0.02,0.04 
123.036000, 1, myObstacle 52,0.91,0.08,-0.04,0.91,0.68,6.96,0.1,0.0,6.85,0.0,0.0,6.17,0.02,0.04 
123.082000, 1, myObstacle 52,0.91,0.08,-0.04,0.91,0.68,6.96,0.1,0.0,6.85,0.0,0.0,6.18,0.02,0.04 
123.152000, 1, myObstacle 52,0.91,0.08,-0.04,0.91,0.67,6.96,0.1,0.0,6.85,0.0,0.0,6.18,0.02,0.04 
123.221000, 1, myObstacle 52,0.91,0.08,-0.04,0.91,0.66,6.96,0.1,0.0,6.85,0.0,0.0,6.19,0.02,0.04 
123.281000, 1, myObstacle 52,0.81,0.08,-0.04,0.91,0.65,6.96,0.1,0.0,6.85,0.0,0.0,6.2,0.02,0.04 
123.312000, 1, myObstacle 52,0.81,0.08,-0.04,0.81,0.65,6.96,0.1,0.0,6.85,0.0,0.0,6.2,0.02,0.04 
123.367000, 1, myObstacle 52,0.81,0.08,-0.04,0.81,0.64,6.96,0.1,0.0,6.85,0.0,0.0,6.21,0.02,0.04 
123.456000, 1, myObstacle 52,0.81,0.08,-0.04,0.81,0.63,6.96,0.1,0.0,6.85,0.0,0.0,6.22,0.02,0.04 
123.525000, 0, Obstacle 18 ,,,,,1.5,,,,7.73,-0.0,0.0,6.23,0.02,0.04 
123.648000, 1, myObstacle 52,0.81,0.08,-0.04,0.81,0.6,6.96,0.1,0.0,6.85,0.0,0.0,6.25,0.02,0.04 
123.736000, 1, myObstacle 52,0.81,0.08,-0.04,0.81,0.59,6.96,0.1,0.0,6.85,0.0,0.0,6.26,0.02,0.04 
123.771000, 1, myObstacle 52,0.81,0.08,-0.04,0.81,0.59,6.96,0.1,0.0,6.85,0.0,0.0,6.26,0.02,0.04 
123.821000, 1, myObstacle 52,0.81,0.08,-0.04,0.81,0.58,6.96,0.1,0.0,6.85,0.0,0.0,6.27,0.02,0.04 
123.892000, 1, myObstacle 52,0.81,0.08,-0.04,0.81,0.57,6.96,0.1,0.0,6.85,0.0,0.0,6.28,0.02,0.04 
123.987000, 1, myObstacle 52,0.73,0.08,-0.04,0.81,0.56,6.96,0.1,0.0,6.85,0.0,0.0,6.29,0.02,0.04 
124.164000, 1, myObstacle 52,0.73,0.08,-0.04,0.74,0.54,6.96,0.1,0.0,6.85,0.0,0.0,6.31,0.02,0.04 
124.241000, 1, myObstacle 52,0.73,0.08,-0.04,0.74,0.53,6.96,0.1,0.0,6.85,0.0,0.0,6.32,0.02,0.04 
124.308000, 1, myObstacle 52,0.73,0.08,-0.04,0.74,0.52,6.96,0.1,0.0,6.85,0.0,0.0,6.33,0.02,0.04 
124.407000, 1, myObstacle 52,0.73,0.08,-0.04,0.74,0.5,6.96,0.1,0.0,6.85,0.0,0.0,6.35,0.02,0.04 
124.460000, 1, myObstacle 52,0.73,0.08,-0.04,0.74,0.5,6.96,0.1,0.0,6.85,0.0,0.0,6.35,0.02,0.04 
124.542000, 1, myObstacle 52,0.73,0.08,-0.04,0.74,0.49,6.96,0.1,0.0,6.85,0.0,0.0,6.36,0.02,0.04 
124.732000, 1, myObstacle 52,0.73,0.08,-0.04,0.74,0.46,6.96,0.1,0.0,6.85,0.0,0.0,6.39,0.02,0.04 
124.801000, 1, myObstacle 52,0.73,0.08,-0.04,0.74,0.46,6.96,0.1,0.0,6.85,0.0,0.0,6.4,0.02,0.04 
133.283000, 0, Target target1 ,,,,,1.5,,,,9.0,0.0,0.0,7.5,0.02,0.04 
