Bin,11,41,14,44
0.0,0.0238095238095,0.0,0.0,0.0
0.1,0.0,0.0,0.0222222222222,0.0
0.2,0.0238095238095,0.0697674418605,0.0,0.0222222222222
0.3,0.0238095238095,0.116279069767,0.0,0.111111111111
0.4,0.166666666667,0.209302325581,0.155555555556,0.111111111111
0.5,0.0714285714286,0.162790697674,0.0888888888889,0.244444444444
0.6,0.214285714286,0.279069767442,0.266666666667,0.288888888889
0.7,0.238095238095,0.0232558139535,0.2,0.0666666666667
0.8,0.142857142857,0.093023255814,0.2,0.133333333333
0.9,0.0952380952381,0.046511627907,0.0444444444444,0.0222222222222
1.0,0.0,0.0,0.0222222222222,0.0
