 time, 0-real 1-robot,object type,agent to obs x(robot),agent to obs y(robot),agent to obs z(robot), distance(robot),distance(real), sus obs x(robot), sus obs y(robot),sus obs z(robot), obs x(real), obs y(real), obs z(real), robot x(real), robot y(real), robot z(real)
78.249000, 0, Obstacle 52 ,,,,,1.5,,,,1.92,0.0,0.0,0.42,0.0,0.04 
85.349000, 1, myObstacle 52,0.74,0.1,-0.04,0.75,0.58,2.02,0.1,0.0,1.92,0.0,0.0,1.34,-0.0,0.04 
85.566000, 1, myObstacle 52,0.74,0.1,-0.04,0.75,0.55,2.02,0.1,0.0,1.92,0.0,0.0,1.37,-0.0,0.04 
85.811000, 1, myObstacle 52,0.7,0.1,-0.04,0.71,0.52,2.05,0.1,0.0,1.92,0.0,0.0,1.4,-0.0,0.04 
85.961000, 1, myObstacle 52,0.7,0.1,-0.04,0.71,0.5,2.05,0.1,0.0,1.92,0.0,0.0,1.42,-0.0,0.04 
86.166000, 1, myObstacle 52,0.67,0.11,-0.04,0.71,0.47,2.07,0.1,0.0,1.92,0.0,0.0,1.45,-0.0,0.04 
86.366000, 1, myObstacle 52,0.67,0.11,-0.04,0.68,0.45,2.07,0.1,0.0,1.92,0.0,0.0,1.47,-0.0,0.04 
86.550000, 1, myObstacle 52,0.67,0.11,-0.04,0.68,0.42,2.07,0.1,0.0,1.92,0.0,0.0,1.5,-0.0,0.04 
86.786000, 1, myObstacle 52,0.67,0.11,-0.04,0.68,0.39,2.07,0.1,0.0,1.92,0.0,0.0,1.53,-0.0,0.04 
87.004000, 1, myObstacle 52,0.67,0.11,-0.04,0.68,0.37,2.07,0.1,0.0,1.92,0.0,0.0,1.56,-0.0,0.04 
88.950000, 0, Obstacle 59 ,,,,,1.5,,,,3.31,0.0,0.0,1.81,-0.0,0.04 
92.959000, 0, Obstacle 73 ,,,,,1.5,,,,3.83,0.0,0.0,2.33,-0.0,0.04 
96.506000, 1, myObstacle 59,0.7,0.11,-0.04,0.71,0.52,3.44,0.11,0.0,3.31,0.0,0.0,2.79,-0.0,0.04 
96.726000, 1, myObstacle 59,0.7,0.11,-0.04,0.71,0.49,3.44,0.1,0.0,3.31,0.0,0.0,2.82,-0.0,0.04 
97.012000, 1, myObstacle 59,0.67,0.11,-0.04,0.68,0.45,3.45,0.1,0.0,3.31,0.0,0.0,2.86,-0.0,0.04 
97.254000, 1, myObstacle 59,0.67,0.11,-0.04,0.68,0.42,3.45,0.1,0.0,3.31,0.0,0.0,2.89,-0.0,0.04 
97.432000, 1, myObstacle 59,0.67,0.11,-0.04,0.68,0.4,3.45,0.1,0.0,3.31,0.0,0.0,2.91,-0.0,0.04 
97.619000, 1, myObstacle 59,0.67,0.11,-0.04,0.68,0.38,3.45,0.1,0.0,3.31,0.0,0.0,2.94,-0.0,0.04 
97.767000, 1, myObstacle 59,0.67,0.11,-0.04,0.68,0.36,3.45,0.1,0.0,3.31,0.0,0.0,2.96,-0.0,0.04 
97.901000, 1, myObstacle 59,0.67,0.11,-0.04,0.68,0.34,3.45,0.1,0.0,3.31,0.0,0.0,2.97,-0.0,0.04 
131.205000, 0, Target target1 ,,,,,2.2,,,,9.5,0.0,0.0,7.3,-0.0,0.04 
133.409000, 1, Target Reached1,,,,1.96,1.91,,,,9.5,0.0,0.0,7.59,-0.0,0.04 
