 time, 0-real 1-robot,object type,agent to obs x(robot),agent to obs y(robot),agent to obs z(robot), distance(robot),distance(real), sus obs x(robot), sus obs y(robot),sus obs z(robot), obs x(real), obs y(real), obs z(real), robot x(real), robot y(real), robot z(real)
54.980000, 0, Obstacle 16 ,,,,,1.11,,,,1.11,-0.0,0.0,-0.0,0.0,0.04 
76.531000, 1, myObstacle 16,1.16,0.1,-0.03,1.17,0.98,1.22,0.1,0.0,1.11,-0.0,0.0,0.13,0.0,0.04 
76.802000, 1, myObstacle 16,1.1,0.1,-0.03,1.17,0.95,1.21,0.1,0.0,1.11,-0.0,0.0,0.16,0.0,0.04 
77.065000, 1, myObstacle 16,1.1,0.1,-0.03,1.11,0.91,1.22,0.1,0.0,1.11,-0.0,0.0,0.2,0.0,0.04 
77.336000, 1, myObstacle 16,1.04,0.1,-0.03,1.04,0.88,1.21,0.1,0.0,1.11,-0.0,0.0,0.23,0.0,0.04 
77.650000, 1, myObstacle 16,1.04,0.1,-0.03,1.04,0.84,1.21,0.11,0.0,1.11,-0.0,0.0,0.27,0.0,0.04 
77.904000, 1, myObstacle 16,0.99,0.1,-0.04,1.0,0.81,1.22,0.1,0.0,1.11,-0.0,0.0,0.31,0.0,0.04 
78.178000, 1, myObstacle 16,0.99,0.1,-0.04,1.0,0.77,1.22,0.1,0.0,1.11,-0.0,0.0,0.34,0.0,0.04 
78.385000, 1, myObstacle 16,0.92,0.1,-0.04,0.93,0.74,1.22,0.11,0.0,1.11,-0.0,0.0,0.37,0.0,0.04 
78.619000, 1, myObstacle 16,0.92,0.1,-0.04,0.93,0.71,1.22,0.11,0.0,1.11,-0.0,0.0,0.4,0.0,0.04 
78.876000, 1, myObstacle 16,0.83,0.1,-0.04,0.93,0.68,1.22,0.1,0.0,1.11,-0.0,0.0,0.43,0.0,0.04 
79.056000, 1, myObstacle 16,0.83,0.1,-0.04,0.84,0.65,1.22,0.1,0.0,1.11,-0.0,0.0,0.46,0.0,0.04 
79.271000, 1, myObstacle 16,0.83,0.1,-0.04,0.84,0.63,1.22,0.1,0.0,1.11,-0.0,0.0,0.48,0.0,0.04 
79.484000, 1, myObstacle 16,0.78,0.1,-0.04,0.78,0.6,1.22,0.1,0.0,1.11,-0.0,0.0,0.51,0.0,0.04 
79.780000, 1, myObstacle 16,0.78,0.1,-0.04,0.78,0.56,1.21,0.1,0.0,1.11,-0.0,0.0,0.55,0.0,0.04 
79.782000, 0, Obstacle 73 ,,,,,1.5,,,,2.05,0.0,0.0,0.55,0.0,0.04 
80.094000, 1, myObstacle 16,0.71,0.1,-0.04,0.78,0.52,1.23,0.1,0.0,1.11,-0.0,0.0,0.59,0.0,0.04 
80.294000, 1, myObstacle 16,0.71,0.1,-0.04,0.72,0.5,1.24,0.1,0.0,1.11,-0.0,0.0,0.62,0.0,0.04 
80.547000, 1, myObstacle 16,0.71,0.1,-0.04,0.72,0.46,1.24,0.1,0.0,1.11,-0.0,0.0,0.65,0.0,0.04 
80.800000, 1, myObstacle 16,0.71,0.1,-0.04,0.72,0.43,1.24,0.1,0.0,1.11,-0.0,0.0,0.68,0.0,0.04 
86.628000, 1, myObstacle 73,0.77,0.1,-0.04,0.78,0.61,2.16,0.1,0.0,2.05,0.0,0.0,1.44,0.0,0.04 
86.907000, 1, myObstacle 73,0.77,0.1,-0.04,0.78,0.57,2.16,0.1,0.0,2.05,0.0,0.0,1.48,0.0,0.04 
86.950000, 0, Obstacle 21 ,,,,,1.5,,,,2.98,0.0,0.0,1.48,0.0,0.04 
87.204000, 1, myObstacle 73,0.71,0.1,-0.04,0.72,0.54,2.17,0.1,0.0,2.05,0.0,0.0,1.51,0.0,0.04 
87.479000, 1, myObstacle 73,0.71,0.1,-0.04,0.72,0.5,2.17,0.1,0.0,2.05,0.0,0.0,1.55,0.0,0.04 
87.671000, 1, myObstacle 73,0.71,0.1,-0.04,0.72,0.48,2.17,0.1,0.0,2.05,0.0,0.0,1.58,0.0,0.04 
87.911000, 1, myObstacle 73,0.71,0.1,-0.04,0.72,0.44,2.17,0.1,0.0,2.05,0.0,0.0,1.61,0.0,0.04 
88.184000, 1, myObstacle 52,0.65,0.1,-0.04,0.66,4.55,2.21,0.1,0.0,6.19,-0.0,0.0,1.64,0.0,0.04 
88.433000, 1, myObstacle 52,0.65,0.1,-0.04,0.66,4.52,2.21,0.1,0.0,6.19,-0.0,0.0,1.67,0.0,0.04 
88.643000, 1, myObstacle 52,0.61,0.06,-0.04,0.66,4.49,2.25,0.06,0.0,6.19,-0.0,0.0,1.7,0.0,0.04 
88.876000, 1, myObstacle 52,0.61,0.06,-0.04,0.61,4.46,2.25,0.06,0.0,6.19,-0.0,0.0,1.73,0.0,0.04 
89.167000, 1, myObstacle 52,0.61,0.06,-0.04,0.61,4.42,2.25,0.06,0.0,6.19,-0.0,0.0,1.77,0.0,0.04 
89.450000, 1, myObstacle 52,0.61,0.06,-0.04,0.61,4.38,2.25,0.06,0.0,6.19,-0.0,0.0,1.81,0.0,0.04 
92.423000, 1, myObstacle 21,0.95,0.1,-0.03,0.95,0.79,3.08,0.1,0.0,2.98,0.0,0.0,2.19,0.01,0.04 
92.644000, 1, myObstacle 21,0.95,0.1,-0.03,0.95,0.76,3.08,0.1,0.0,2.98,0.0,0.0,2.22,0.01,0.04 
