 time, 0-real 1-robot,object type,agent to obs x(robot),agent to obs y(robot),agent to obs z(robot), distance(robot),distance(real), sus obs x(robot), sus obs y(robot),sus obs z(robot), obs x(real), obs y(real), obs z(real), robot x(real), robot y(real), robot z(real)
56.317000, 0, Obstacle 16 ,,,,,1.11,,,,1.11,-0.0,0.0,0.0,0.0,0.1 
85.782000, 1, myObstacle 16,0.82,0.1,-0.04,0.82,0.65,1.21,0.1,0.0,1.11,-0.0,0.0,0.46,0.0,0.04 
86.027000, 1, myObstacle 16,0.82,0.1,-0.04,0.82,0.61,1.21,0.1,0.0,1.11,-0.0,0.0,0.5,0.0,0.04 
86.228000, 1, myObstacle 16,0.82,0.1,-0.04,0.82,0.59,1.21,0.1,0.0,1.11,-0.0,0.0,0.52,0.0,0.04 
86.429000, 1, myObstacle 16,0.74,0.1,-0.04,0.75,0.56,1.22,0.1,0.0,1.11,-0.0,0.0,0.55,0.0,0.04 
86.441000, 0, Obstacle 73 ,,,,,1.5,,,,2.05,0.0,0.0,0.55,0.0,0.04 
86.754000, 1, myObstacle 16,0.69,0.1,-0.04,0.75,0.52,1.23,0.1,0.0,1.11,-0.0,0.0,0.59,0.0,0.04 
86.953000, 1, myObstacle 16,0.69,0.1,-0.04,0.7,0.49,1.24,0.1,0.0,1.11,-0.0,0.0,0.62,0.0,0.04 
87.199000, 1, myObstacle 16,0.69,0.1,-0.04,0.7,0.46,1.24,0.1,0.0,1.11,-0.0,0.0,0.65,0.0,0.04 
87.440000, 1, myObstacle 16,0.69,0.1,-0.04,0.7,0.43,1.24,0.1,0.0,1.11,-0.0,0.0,0.68,0.0,0.04 
87.636000, 1, myObstacle 16,0.69,0.1,-0.04,0.7,0.41,1.24,0.1,0.0,1.11,-0.0,0.0,0.71,0.0,0.04 
93.601000, 0, Obstacle 21 ,,,,,1.5,,,,2.98,-0.0,0.0,1.48,0.01,0.04 
93.827000, 1, myObstacle 73,0.71,0.1,-0.04,0.72,0.54,2.16,0.1,0.0,2.05,0.0,0.0,1.51,0.01,0.04 
94.048000, 1, myObstacle 73,0.71,0.1,-0.04,0.72,0.51,2.16,0.1,0.0,2.05,0.0,0.0,1.54,0.01,0.04 
94.225000, 1, myObstacle 73,0.71,0.1,-0.04,0.72,0.49,2.16,0.1,0.0,2.05,0.0,0.0,1.56,0.01,0.04 
94.502000, 1, myObstacle 73,0.71,0.1,-0.04,0.72,0.45,2.16,0.1,0.0,2.05,0.0,0.0,1.6,0.01,0.04 
94.784000, 1, myObstacle 52,0.65,0.1,-0.04,0.66,4.55,2.22,0.1,0.0,6.19,-0.0,0.0,1.64,0.01,0.04 
95.028000, 1, myObstacle 52,0.65,0.1,-0.04,0.66,4.52,2.22,0.1,0.0,6.19,-0.0,0.0,1.67,0.01,0.04 
95.260000, 1, myObstacle 52,0.61,0.09,-0.04,0.66,4.49,2.25,0.1,0.0,6.19,-0.0,0.0,1.7,0.01,0.04 
95.545000, 1, myObstacle 52,0.61,0.09,-0.04,0.62,4.46,2.25,0.1,0.0,6.19,-0.0,0.0,1.73,0.01,0.04 
95.756000, 1, myObstacle 52,0.61,0.09,-0.04,0.62,4.43,2.25,0.1,0.0,6.19,-0.0,0.0,1.76,0.01,0.04 
95.975000, 1, myObstacle 52,0.61,0.09,-0.04,0.62,4.4,2.25,0.1,0.0,6.19,-0.0,0.0,1.79,0.01,0.04 
96.142000, 1, myObstacle 52,0.61,0.09,-0.04,0.62,4.38,2.25,0.1,0.0,6.19,-0.0,0.0,1.81,0.01,0.04 
99.320000, 1, myObstacle 21,0.94,0.09,-0.04,0.94,0.76,3.09,0.1,0.0,2.98,-0.0,0.0,2.22,0.01,0.04 
99.564000, 1, myObstacle 21,0.94,0.09,-0.04,0.94,0.73,3.09,0.1,0.0,2.98,-0.0,0.0,2.25,0.01,0.04 
99.809000, 1, myObstacle 21,0.94,0.09,-0.04,0.94,0.69,3.09,0.1,0.0,2.98,-0.0,0.0,2.29,0.01,0.04 
100.042000, 1, myObstacle 21,0.94,0.09,-0.04,0.94,0.66,3.09,0.1,0.0,2.98,-0.0,0.0,2.32,0.01,0.04 
100.296000, 1, myObstacle 21,0.94,0.09,-0.04,0.94,0.63,3.09,0.1,0.0,2.98,-0.0,0.0,2.35,0.01,0.04 
101.087000, 1, myObstacle 21,0.71,0.09,-0.04,0.72,0.53,3.1,0.1,0.0,2.98,-0.0,0.0,2.45,0.01,0.04 
101.300000, 1, myObstacle 21,0.71,0.09,-0.04,0.72,0.5,3.1,0.1,0.0,2.98,-0.0,0.0,2.48,0.01,0.04 
101.530000, 1, myObstacle 21,0.71,0.09,-0.04,0.72,0.47,3.1,0.1,0.0,2.98,-0.0,0.0,2.51,0.01,0.04 
101.782000, 1, myObstacle 21,0.71,0.09,-0.04,0.72,0.44,3.1,0.1,0.0,2.98,-0.0,0.0,2.54,0.01,0.04 
101.984000, 1, myObstacle 21,0.71,0.09,-0.04,0.72,0.41,3.1,0.1,0.0,2.98,-0.0,0.0,2.57,0.01,0.04 
110.758000, 0, Obstacle 18 ,,,,,1.5,,,,5.21,0.0,0.0,3.71,0.01,0.04 
112.602000, 0, Obstacle 20 ,,,,,1.5,,,,5.45,0.0,0.0,3.95,0.01,0.04 
118.308000, 0, Obstacle 52 ,,,,,1.5,,,,6.19,-0.0,0.0,4.69,0.02,0.04 
120.285000, 1, myObstacle 20,0.7,0.08,-0.04,0.7,0.5,5.57,0.1,0.0,5.45,0.0,0.0,4.95,0.02,0.04 
120.513000, 1, myObstacle 20,0.7,0.08,-0.04,0.7,0.47,5.57,0.1,0.0,5.45,0.0,0.0,4.98,0.02,0.04 
