 time, 0-real 1-robot,object type,agent to obs x(robot),agent to obs y(robot),agent to obs z(robot), distance(robot),distance(real), sus obs x(robot), sus obs y(robot),sus obs z(robot), obs x(real), obs y(real), obs z(real), robot x(real), robot y(real), robot z(real)
55.967000, 0, Obstacle 16 ,,,,,1.11,,,,1.11,0.0,0.0,0.0,0.0,0.1 
81.742000, 1, myObstacle 16,1.24,0.1,-0.04,1.24,1.11,1.23,0.1,0.0,1.11,-0.0,0.0,0.0,0.0,0.04 
82.049000, 1, myObstacle 16,1.23,0.1,-0.03,1.24,1.07,1.22,0.1,0.0,1.11,-0.0,0.0,0.04,0.0,0.04 
82.238000, 1, myObstacle 16,1.23,0.1,-0.03,1.23,1.04,1.22,0.1,0.0,1.11,-0.0,0.0,0.07,0.0,0.04 
82.435000, 1, myObstacle 16,1.23,0.1,-0.03,1.23,1.02,1.22,0.1,0.0,1.11,-0.0,0.0,0.09,0.0,0.04 
82.662000, 1, myObstacle 16,1.23,0.1,-0.03,1.23,0.99,1.22,0.1,0.0,1.11,-0.0,0.0,0.12,0.0,0.04 
82.910000, 1, myObstacle 16,1.23,0.1,-0.03,1.23,0.96,1.22,0.1,0.0,1.11,-0.0,0.0,0.15,0.0,0.04 
84.735000, 1, myObstacle 16,0.88,0.1,-0.03,0.88,0.72,1.21,0.1,0.0,1.11,-0.0,0.0,0.39,0.0,0.04 
85.007000, 1, myObstacle 16,0.88,0.1,-0.03,0.88,0.69,1.21,0.1,0.0,1.11,-0.0,0.0,0.42,0.0,0.04 
85.228000, 1, myObstacle 16,0.88,0.1,-0.03,0.88,0.65,1.21,0.1,0.0,1.11,-0.0,0.0,0.46,0.0,0.04 
85.519000, 1, myObstacle 16,0.88,0.1,-0.03,0.88,0.62,1.21,0.1,0.0,1.11,-0.0,0.0,0.49,0.0,0.04 
85.960000, 0, Obstacle 73 ,,,,,1.5,,,,2.05,0.0,0.0,0.55,0.0,0.04 
86.337000, 1, myObstacle 16,0.69,0.1,-0.04,0.7,0.51,1.23,0.1,0.0,1.11,-0.0,0.0,0.6,0.0,0.04 
86.646000, 1, myObstacle 16,0.69,0.1,-0.04,0.7,0.47,1.24,0.1,0.0,1.11,-0.0,0.0,0.64,0.0,0.04 
86.884000, 1, myObstacle 52,0.66,0.1,-0.04,0.67,5.52,1.26,0.1,0.0,6.19,0.0,0.0,0.67,0.0,0.04 
86.975000, 1, myObstacle 16,0.69,0.1,-0.04,0.7,0.43,1.24,0.1,0.0,1.11,-0.0,0.0,0.68,0.0,0.04 
87.247000, 1, myObstacle 52,0.66,0.1,-0.04,0.67,5.47,1.26,0.1,0.0,6.19,0.0,0.0,0.72,0.0,0.04 
87.480000, 1, myObstacle 52,0.66,0.1,-0.04,0.67,5.44,1.26,0.1,0.0,6.19,0.0,0.0,0.75,0.0,0.04 
87.708000, 1, myObstacle 52,0.66,0.1,-0.04,0.67,5.41,1.26,0.1,0.0,6.19,0.0,0.0,0.78,0.0,0.04 
91.256000, 1, myObstacle 73,1.01,0.09,-0.04,1.01,0.81,2.16,0.1,0.0,2.05,0.0,0.0,1.24,0.0,0.04 
91.550000, 1, myObstacle 73,1.01,0.09,-0.04,1.01,0.77,2.16,0.1,0.0,2.05,0.0,0.0,1.28,0.0,0.04 
91.843000, 1, myObstacle 73,0.93,0.09,-0.04,0.94,0.73,2.16,0.1,0.0,2.05,0.0,0.0,1.32,0.01,0.04 
92.094000, 1, myObstacle 73,0.93,0.09,-0.04,0.94,0.7,2.15,0.1,0.0,2.05,0.0,0.0,1.35,0.01,0.04 
92.402000, 1, myObstacle 73,0.85,0.1,-0.04,0.85,0.66,2.16,0.1,0.0,2.05,0.0,0.0,1.39,0.01,0.04 
92.621000, 1, myObstacle 73,0.85,0.1,-0.04,0.85,0.64,2.16,0.1,0.0,2.05,0.0,0.0,1.42,0.01,0.04 
92.821000, 1, myObstacle 73,0.85,0.1,-0.04,0.85,0.61,2.16,0.1,0.0,2.05,0.0,0.0,1.44,0.01,0.04 
93.118000, 0, Obstacle 21 ,,,,,1.5,,,,2.98,-0.0,0.0,1.48,0.01,0.04 
93.144000, 1, myObstacle 73,0.77,0.1,-0.04,0.77,0.57,2.16,0.1,0.0,2.05,0.0,0.0,1.49,0.01,0.04 
93.342000, 1, myObstacle 73,0.77,0.1,-0.04,0.77,0.54,2.16,0.1,0.0,2.05,0.0,0.0,1.51,0.01,0.04 
93.609000, 1, myObstacle 73,0.7,0.09,-0.04,0.7,0.51,2.17,0.1,0.0,2.05,0.0,0.0,1.54,0.01,0.04 
93.886000, 1, myObstacle 73,0.7,0.09,-0.04,0.7,0.47,2.17,0.1,0.0,2.05,0.0,0.0,1.58,0.01,0.04 
94.185000, 1, myObstacle 73,0.7,0.09,-0.04,0.7,0.43,2.17,0.1,0.0,2.05,0.0,0.0,1.62,0.01,0.04 
94.433000, 1, myObstacle 52,0.65,0.1,-0.04,0.65,4.54,2.21,0.1,0.0,6.19,0.0,0.0,1.65,0.01,0.04 
94.626000, 1, myObstacle 52,0.65,0.1,-0.04,0.65,4.51,2.21,0.1,0.0,6.19,0.0,0.0,1.68,0.01,0.04 
94.997000, 1, myObstacle 52,0.65,0.1,-0.04,0.65,4.46,2.21,0.1,0.0,6.19,0.0,0.0,1.73,0.01,0.04 
95.118000, 1, myObstacle 21,1.46,0.09,-0.04,1.46,1.24,3.1,0.1,0.0,2.98,-0.0,0.0,1.74,0.01,0.04 
95.400000, 1, myObstacle 21,1.46,0.09,-0.04,1.46,1.2,3.1,0.1,0.0,2.98,-0.0,0.0,1.78,0.01,0.04 
95.644000, 1, myObstacle 21,1.33,0.09,-0.04,1.46,1.17,3.08,0.1,0.0,2.98,-0.0,0.0,1.81,0.01,0.04 
