 time, 0-real 1-robot,object type,agent to obs x(robot),agent to obs y(robot),agent to obs z(robot), distance(robot),distance(real), sus obs x(robot), sus obs y(robot),sus obs z(robot), obs x(real), obs y(real), obs z(real), robot x(real), robot y(real), robot z(real)
56.372000, 0, Obstacle 16 ,,,,,1.11,,,,1.11,-0.0,0.0,0.0,0.0,0.1 
75.292000, 1, myObstacle 16,1.22,0.1,-0.03,1.23,1.12,1.22,0.11,0.0,1.11,0.0,0.0,-0.01,0.0,0.04 
75.536000, 1, myObstacle 16,1.22,0.1,-0.03,1.23,1.09,1.23,0.11,0.0,1.11,0.0,0.0,0.02,0.0,0.04 
75.737000, 1, myObstacle 16,1.22,0.1,-0.03,1.23,1.06,1.22,0.11,0.0,1.11,0.0,0.0,0.05,0.0,0.04 
75.975000, 1, myObstacle 16,1.18,0.1,-0.03,1.18,1.03,1.21,0.1,0.0,1.11,0.0,0.0,0.08,0.0,0.04 
76.230000, 1, myObstacle 16,1.18,0.1,-0.03,1.18,1.0,1.21,0.1,0.01,1.11,0.0,0.0,0.11,0.0,0.04 
76.445000, 1, myObstacle 16,1.14,0.1,-0.04,1.15,0.97,1.21,0.1,0.0,1.11,0.0,0.0,0.14,0.0,0.04 
76.671000, 1, myObstacle 16,1.14,0.1,-0.04,1.15,0.94,1.22,0.1,0.0,1.11,0.0,0.0,0.17,0.0,0.04 
76.901000, 1, myObstacle 16,1.06,0.1,-0.04,1.15,0.91,1.22,0.1,0.0,1.11,0.0,0.0,0.2,0.0,0.04 
77.143000, 1, myObstacle 16,1.06,0.1,-0.04,1.06,0.88,1.22,0.1,0.0,1.11,0.0,0.0,0.23,0.0,0.04 
77.311000, 1, myObstacle 16,1.06,0.1,-0.04,1.06,0.86,1.22,0.1,0.0,1.11,0.0,0.0,0.25,0.0,0.04 
77.657000, 1, myObstacle 16,0.97,0.1,-0.04,1.06,0.81,1.22,0.1,0.0,1.11,0.0,0.0,0.3,0.0,0.04 
77.923000, 1, myObstacle 16,0.97,0.1,-0.04,0.98,0.78,1.23,0.11,0.0,1.11,0.0,0.0,0.33,0.0,0.04 
78.164000, 1, myObstacle 16,0.92,0.1,-0.04,0.93,0.74,1.22,0.11,0.0,1.11,0.0,0.0,0.37,0.0,0.04 
78.325000, 1, myObstacle 16,0.92,0.1,-0.04,0.93,0.72,1.22,0.11,0.0,1.11,0.0,0.0,0.39,0.0,0.04 
78.547000, 1, myObstacle 16,0.92,0.1,-0.04,0.93,0.69,1.22,0.1,0.0,1.11,0.0,0.0,0.42,0.0,0.04 
78.679000, 1, myObstacle 16,0.92,0.1,-0.04,0.93,0.68,1.22,0.1,0.0,1.11,0.0,0.0,0.43,0.0,0.04 
78.939000, 1, myObstacle 16,0.92,0.1,-0.04,0.93,0.64,1.22,0.1,0.0,1.11,0.0,0.0,0.47,0.0,0.04 
79.592000, 0, Obstacle 73 ,,,,,1.5,,,,2.05,0.0,0.0,0.55,0.0,0.04 
