 time, 0-real 1-robot,object type,agent to obs x(robot),agent to obs y(robot),agent to obs z(robot), distance(robot),distance(real), sus obs x(robot), sus obs y(robot),sus obs z(robot), obs x(real), obs y(real), obs z(real), robot x(real), robot y(real), robot z(real)
79.000000, 0, Obstacle 52 ,,,,,1.5,,,,1.95,-0.0,0.0,0.45,0.0,0.04 
82.906000, 1, myObstacle 52,1.15,0.1,-0.03,1.16,1.0,2.05,0.1,0.0,1.95,-0.0,0.0,0.96,0.0,0.04 
83.188000, 1, myObstacle 52,1.15,0.1,-0.03,1.16,0.96,2.05,0.1,0.0,1.95,-0.0,0.0,0.99,0.0,0.04 
83.478000, 1, myObstacle 52,1.15,0.1,-0.03,1.16,0.92,2.05,0.1,0.0,1.95,-0.0,0.0,1.03,0.0,0.04 
83.734000, 1, myObstacle 52,1.07,0.1,-0.04,1.08,0.88,2.05,0.1,0.0,1.95,-0.0,0.0,1.07,0.0,0.04 
83.962000, 1, myObstacle 52,1.07,0.1,-0.04,1.08,0.85,2.07,0.1,0.0,1.95,-0.0,0.0,1.1,0.0,0.04 
84.342000, 1, myObstacle 52,0.98,0.1,-0.03,0.99,0.81,2.06,0.1,0.0,1.95,-0.0,0.0,1.14,0.0,0.04 
84.583000, 1, myObstacle 52,0.93,0.1,-0.04,0.99,0.78,2.05,0.1,0.0,1.95,-0.0,0.0,1.17,0.0,0.04 
84.947000, 1, myObstacle 52,0.93,0.1,-0.04,0.93,0.73,2.07,0.1,0.0,1.95,-0.0,0.0,1.22,0.0,0.04 
85.203000, 1, myObstacle 52,0.85,0.1,-0.04,0.93,0.7,2.06,0.1,0.0,1.95,-0.0,0.0,1.26,0.0,0.04 
85.464000, 1, myObstacle 52,0.85,0.1,-0.04,0.85,0.66,2.06,0.1,0.0,1.95,-0.0,0.0,1.29,0.0,0.04 
85.698000, 1, myObstacle 52,0.79,0.1,-0.04,0.8,0.63,2.06,0.1,0.0,1.95,-0.0,0.0,1.32,0.0,0.04 
85.942000, 1, myObstacle 52,0.79,0.1,-0.04,0.8,0.6,2.06,0.11,0.0,1.95,-0.0,0.0,1.35,0.0,0.04 
86.236000, 1, myObstacle 52,0.73,0.1,-0.04,0.8,0.56,2.05,0.1,0.0,1.95,-0.0,0.0,1.39,0.0,0.04 
86.497000, 1, myObstacle 52,0.73,0.1,-0.04,0.74,0.53,2.07,0.1,0.0,1.95,-0.0,0.0,1.42,0.0,0.04 
86.807000, 1, myObstacle 52,0.68,0.1,-0.04,0.74,0.49,2.09,0.1,0.0,1.95,-0.0,0.0,1.47,0.0,0.04 
87.127000, 1, myObstacle 52,0.68,0.1,-0.04,0.68,0.45,3.23,0.11,0.0,1.95,-0.0,0.0,1.51,0.0,0.04 
87.370000, 1, myObstacle 52,0.68,0.1,-0.04,0.68,0.41,3.23,0.11,0.0,1.95,-0.0,0.0,1.54,0.0,0.04 
87.675000, 1, myObstacle 52,0.68,0.1,-0.04,0.68,0.37,3.23,0.11,0.0,1.95,-0.0,0.0,1.58,0.0,0.04 
87.929000, 0, Obstacle 18 ,,,,,1.5,,,,3.11,-0.0,0.0,1.61,0.0,0.04 
90.524000, 1, myObstacle 52,1.33,0.1,-0.03,1.34,0.04,3.21,0.1,0.0,1.95,-0.0,0.0,1.95,0.0,0.04 
90.761000, 1, myObstacle 52,1.33,0.1,-0.03,1.34,0.05,3.21,0.1,0.0,1.95,-0.0,0.0,1.98,0.01,0.04 
91.029000, 1, myObstacle 52,1.33,0.1,-0.03,1.34,0.07,3.21,0.1,0.0,1.95,-0.0,0.0,2.01,0.01,0.04 
91.202000, 1, myObstacle 52,1.33,0.1,-0.03,1.34,0.09,3.21,0.1,0.0,1.95,-0.0,0.0,2.04,0.01,0.04 
93.014000, 0, Obstacle 70 ,,,,,1.5,,,,3.77,0.0,0.0,2.27,0.01,0.04 
94.806000, 1, myObstacle 18,0.78,0.09,-0.04,0.79,0.61,3.22,0.1,0.0,3.11,-0.0,0.0,2.5,0.01,0.04 
95.163000, 1, myObstacle 18,0.78,0.09,-0.04,0.79,0.56,3.21,0.1,0.0,3.11,-0.0,0.0,2.55,0.01,0.04 
