 time, 0-real 1-robot,object type,agent to obs x(robot),agent to obs y(robot),agent to obs z(robot), distance(robot),distance(real), sus obs x(robot), sus obs y(robot),sus obs z(robot), obs x(real), obs y(real), obs z(real), robot x(real), robot y(real), robot z(real)
78.618000, 0, Obstacle 52 ,,,,,1.5,,,,1.95,-0.0,0.0,0.45,0.0,0.04 
87.544000, 0, Obstacle 18 ,,,,,1.5,,,,3.11,0.0,0.0,1.61,0.0,0.04 
92.621000, 0, Obstacle 70 ,,,,,1.5,,,,3.77,0.0,0.0,2.27,0.01,0.04 
96.771000, 0, Obstacle 17 ,,,,,1.5,,,,4.31,0.0,0.0,2.81,0.01,0.04 
99.871000, 0, Obstacle 20 ,,,,,1.5,,,,4.71,-0.0,0.0,3.21,0.01,0.04 
102.148000, 1, myObstacle 20,1.38,0.09,-0.04,1.38,1.2,4.82,0.1,0.0,4.71,-0.0,0.0,3.51,0.01,0.04 
102.391000, 1, myObstacle 17,0.96,0.09,-0.04,0.97,0.77,4.41,0.1,0.0,4.31,0.0,0.0,3.54,0.01,0.04 
102.465000, 1, myObstacle 20,1.38,0.09,-0.04,1.38,1.16,4.83,0.1,0.0,4.71,-0.0,0.0,3.55,0.01,0.04 
102.683000, 1, myObstacle 17,0.89,0.09,-0.04,0.9,0.73,4.42,0.1,0.0,4.31,0.0,0.0,3.58,0.01,0.04 
102.769000, 1, myObstacle 20,1.32,0.09,-0.04,1.32,1.12,4.83,0.1,0.0,4.71,-0.0,0.0,3.59,0.01,0.04 
103.063000, 1, myObstacle 17,0.84,0.09,-0.04,0.9,0.68,4.42,0.11,0.0,4.31,0.0,0.0,3.63,0.01,0.04 
103.124000, 1, myObstacle 20,1.23,0.09,-0.04,1.24,1.08,4.81,0.1,0.0,4.71,-0.0,0.0,3.64,0.01,0.04 
103.351000, 1, myObstacle 17,0.84,0.09,-0.04,0.85,0.65,4.42,0.1,0.0,4.31,0.0,0.0,3.66,0.01,0.04 
103.386000, 1, myObstacle 20,1.23,0.09,-0.04,1.24,1.05,4.81,0.1,0.0,4.71,-0.0,0.0,3.67,0.01,0.04 
103.678000, 1, myObstacle 17,0.84,0.09,-0.04,0.85,0.6,4.42,0.1,0.0,4.31,0.0,0.0,3.71,0.01,0.04 
103.744000, 1, myObstacle 20,1.17,0.09,-0.04,1.17,0.99,4.82,0.1,0.0,4.71,-0.0,0.0,3.72,0.01,0.04 
103.966000, 1, myObstacle 17,0.77,0.09,-0.04,0.77,0.57,4.42,0.1,0.0,4.31,0.0,0.0,3.74,0.01,0.04 
104.075000, 1, myObstacle 20,1.17,0.09,-0.04,1.17,0.95,4.83,0.1,0.0,4.71,-0.0,0.0,3.76,0.01,0.04 
104.162000, 0, Obstacle 19 ,,,,,1.5,,,,5.27,-0.0,0.0,3.77,0.01,0.04 
104.355000, 1, myObstacle 17,0.69,0.09,-0.04,0.77,0.52,4.43,0.1,0.0,4.31,0.0,0.0,3.79,0.01,0.04 
104.446000, 1, myObstacle 19,0.71,0.09,-0.04,0.71,1.46,4.42,0.1,0.0,5.27,-0.0,0.0,3.81,0.01,0.04 
104.536000, 1, myObstacle 20,1.09,0.09,-0.04,1.1,0.89,4.82,0.1,0.0,4.71,-0.0,0.0,3.82,0.01,0.04 
104.698000, 1, myObstacle 17,0.69,0.09,-0.04,0.7,0.47,4.43,0.1,0.0,4.31,0.0,0.0,3.84,0.01,0.04 
104.803000, 1, myObstacle 19,0.71,0.09,-0.04,0.71,1.42,4.42,0.1,0.0,5.27,-0.0,0.0,3.85,0.01,0.04 
104.935000, 1, myObstacle 20,1.09,0.09,-0.04,1.1,0.84,4.82,0.1,0.0,4.71,-0.0,0.0,3.87,0.01,0.04 
105.258000, 1, myObstacle 17,0.69,0.09,-0.04,0.7,0.4,4.43,0.1,0.0,4.31,0.0,0.0,3.91,0.01,0.04 
105.378000, 1, myObstacle 20,1.09,0.09,-0.04,1.1,0.78,4.82,0.1,0.0,4.71,-0.0,0.0,3.93,0.01,0.04 
110.337000, 0, Obstacle 21 ,,,,,1.5,,,,6.07,0.0,0.0,4.57,0.01,0.04 
112.638000, 0, Obstacle 73 ,,,,,1.5,,,,6.37,-0.0,0.0,4.87,0.02,0.04 
113.303000, 1, myObstacle 21,1.28,0.08,-0.03,1.28,1.11,6.17,0.1,0.0,6.07,0.0,0.0,4.96,0.02,0.04 
113.583000, 1, myObstacle 21,1.28,0.08,-0.03,1.28,1.08,6.17,0.1,0.0,6.07,0.0,0.0,4.99,0.02,0.04 
113.763000, 1, myObstacle 21,1.22,0.08,-0.04,1.22,1.05,6.18,0.1,0.0,6.07,0.0,0.0,5.02,0.02,0.04 
114.057000, 1, myObstacle 21,1.22,0.08,-0.04,1.22,1.02,6.17,0.1,0.0,6.07,0.0,0.0,5.05,0.02,0.04 
114.283000, 1, myObstacle 21,1.16,0.08,-0.04,1.22,0.99,6.19,0.1,0.0,6.07,0.0,0.0,5.08,0.02,0.04 
114.644000, 1, myObstacle 21,1.16,0.08,-0.04,1.17,0.94,6.18,0.1,0.0,6.07,0.0,0.0,5.13,0.02,0.04 
