 time, 0-real 1-robot,object type,agent to obs x(robot),agent to obs y(robot),agent to obs z(robot), distance(robot),distance(real), sus obs x(robot), sus obs y(robot),sus obs z(robot), obs x(real), obs y(real), obs z(real), robot x(real), robot y(real), robot z(real)
84.960000, 0, Obstacle 52 ,,,,,1.5,,,,1.95,0.0,0.0,0.45,0.0,0.04 
86.763000, 1, myObstacle 52,1.46,0.1,-0.04,1.47,1.26,2.08,0.11,0.0,1.95,0.0,0.0,0.69,0.0,0.04 
87.008000, 1, myObstacle 52,1.46,0.1,-0.04,1.47,1.23,2.06,0.1,0.0,1.95,0.0,0.0,0.72,0.0,0.04 
87.191000, 1, myObstacle 52,1.46,0.1,-0.04,1.47,1.21,2.06,0.1,0.0,1.95,0.0,0.0,0.74,0.0,0.04 
87.292000, 1, myObstacle 16,1.39,0.1,-0.04,1.39,7.17,2.08,0.1,0.0,7.92,0.0,0.0,0.75,0.0,0.04 
87.518000, 1, myObstacle 52,1.37,0.09,-0.04,1.37,1.17,2.07,0.1,0.0,1.95,0.0,0.0,0.78,0.0,0.04 
87.671000, 1, myObstacle 16,1.39,0.1,-0.04,1.39,7.12,2.07,0.1,0.0,7.92,0.0,0.0,0.8,0.0,0.04 
87.962000, 1, myObstacle 52,1.3,0.1,-0.04,1.3,1.11,2.08,0.11,0.0,1.95,0.0,0.0,0.84,0.0,0.04 
88.021000, 1, myObstacle 16,1.39,0.1,-0.04,1.39,7.07,2.07,0.1,0.0,7.92,0.0,0.0,0.85,0.0,0.04 
88.179000, 1, myObstacle 52,1.3,0.1,-0.04,1.3,1.08,2.06,0.1,0.0,1.95,0.0,0.0,0.87,0.0,0.04 
88.445000, 1, myObstacle 52,1.22,0.09,-0.03,1.22,1.05,2.05,0.1,0.0,1.95,0.0,0.0,0.9,0.0,0.04 
88.695000, 1, myObstacle 52,1.22,0.09,-0.03,1.22,1.02,2.07,0.1,0.0,1.95,0.0,0.0,0.94,0.0,0.04 
88.955000, 1, myObstacle 52,1.17,0.09,-0.04,1.17,0.98,2.06,0.1,0.0,1.95,0.0,0.0,0.97,0.0,0.04 
89.039000, 1, myObstacle 16,1.15,0.09,-0.04,1.16,6.94,2.06,0.1,0.0,7.92,0.0,0.0,0.98,0.0,0.04 
89.328000, 1, myObstacle 52,1.1,0.09,-0.04,1.1,0.93,2.06,0.1,0.0,1.95,0.0,0.0,1.02,0.0,0.04 
89.453000, 1, myObstacle 16,1.15,0.09,-0.04,1.16,6.88,2.06,0.1,0.0,7.92,0.0,0.0,1.04,0.0,0.04 
89.677000, 1, myObstacle 52,1.1,0.09,-0.04,1.1,0.89,2.07,0.1,0.0,1.95,0.0,0.0,1.06,0.0,0.04 
89.752000, 1, myObstacle 16,1.15,0.09,-0.04,1.16,6.85,2.06,0.1,0.0,7.92,0.0,0.0,1.07,0.0,0.04 
89.994000, 1, myObstacle 52,1.05,0.1,-0.04,1.05,0.85,2.06,0.1,0.0,1.95,0.0,0.0,1.1,0.0,0.04 
90.253000, 1, myObstacle 52,0.97,0.1,-0.04,1.05,0.81,2.06,0.1,0.0,1.95,0.0,0.0,1.14,0.0,0.04 
90.485000, 1, myObstacle 52,0.97,0.1,-0.04,0.98,0.78,2.07,0.1,0.0,1.95,0.0,0.0,1.17,0.0,0.04 
90.785000, 1, myObstacle 52,0.91,0.1,-0.04,0.98,0.74,2.07,0.1,0.0,1.95,0.0,0.0,1.21,0.0,0.04 
