
*****,*****,*****,*****,******,*****,*****,*****
0,2017-05-11 09:01:29, 52,1.27,59,1.51,70,2.1,16,2.15,17,1.06,18,1.77,19,-0.23,20,0.68,21,0.2,
*****,*****,*****,*****,******,*****,*****,*****
0,2017-05-11 09:06:56, 52,1.09,59,2.27,70,1.53,16,1.47,17,1.01,18,1.86,19,-0.11,20,0.99,21,0.39,
*****,*****,*****,*****,******,*****,*****,*****
0,2017-05-11 09:07:04, 52,1.61,59,1.18,70,2.15,16,1.96,17,1.26,18,1.72,19,0.77,20,0.36,21,-0.25,
*****,*****,*****,*****,******,*****,*****,*****
0,2017-05-11 10:57:44, 52,1.22,59,2.32,70,1.01,16,1.64,17,1.97,18,1.03,19,0.65,20,0.11,21,-0.09,
*****,*****,*****,*****,******,*****,*****,*****
0,2017-05-11 11:00:08, 52,1.1,59,1.37,70,1.86,16,2.13,17,1.12,18,2.42,19,-0.06,20,0.48,21,0.75,
*****,*****,*****,*****,******,*****,*****,*****
0,2017-05-11 11:05:15, 52,1.08,59,1.62,70,1.89,16,2.35,17,1.94,18,1.47,19,-0.06,20,0.32,21,0.86,
*****,*****,*****,*****,******,*****,*****,*****
0,2017-05-11 11:07:39, 52,1.89,59,2.11,70,1.41,16,1.53,17,2.47,18,1.77,19,-0.14,20,-0.35,21,0.44,
*****,*****,*****,*****,******,*****,*****,*****
0,2017-05-11 11:19:30, 52,1.69,59,2.1,70,1.17,16,2.46,17,2.14,18,1.77,19,-0.11,20,0.78,21,-0.48,
*****,*****,*****,*****,******,*****,*****,*****
0,2017-05-11 11:20:45, 52,1.01,59,1.71,70,1.31,16,2.23,17,1.4,18,1.76,19,0.87,20,-0.32,21,0.22,
*****,*****,*****,*****,******,*****,*****,*****
0,2017-05-11 11:22:53, 52,1.29,59,1.69,70,2.05,16,1.12,17,1.5,18,1.71,19,0.61,20,0.2,21,-0.26,
*****,*****,*****,*****,******,*****,*****,*****
0,2017-05-11 11:24:48, 52,1.56,59,2.38,70,1.28,16,1.13,17,2.18,18,1.42,19,0.33,20,0.62,21,0.95,
*****,*****,*****,*****,******,*****,*****,*****
0,2017-05-11 11:26:38, 52,2.23,59,1.92,70,1.67,16,2.29,17,1.22,18,1.78,19,0.43,20,-0.39,21,0.08,
*****,*****,*****,*****,******,*****,*****,*****
0,2017-05-11 11:29:38, 52,1.09,59,1.82,70,2.31,16,2.17,17,2.39,18,1.26,19,-0.06,20,0.17,21,-0.38,
*****,*****,*****,*****,******,*****,*****,*****
0,2017-05-11 11:32:52, 52,1.96,59,1.12,70,1.73,16,1.69,17,2.0,18,1.46,19,-0.38,20,-0.14,21,0.64,
*****,*****,*****,*****,******,*****,*****,*****
0,2017-05-11 11:57:18, 52,1.05,59,1.49,70,2.23,16,2.34,17,1.49,18,2.01,19,-0.5,20,0.36,21,-0.27,
*****,*****,*****,*****,******,*****,*****,*****
0,2017-05-11 12:03:05, 52,1.91,59,2.17,70,1.31,16,1.95,17,1.36,18,2.37,19,-0.41,20,0.97,21,0.16,
*****,*****,*****,*****,******,*****,*****,*****
0,2017-05-11 12:04:43, 52,1.85,59,2.12,70,1.49,16,1.53,17,2.28,18,1.2,19,-0.29,20,0.81,21,0.6,
*****,*****,*****,*****,******,*****,*****,*****
0,2017-05-11 12:08:05, 73,1.21,52,6.01,59,5.49,
