 time, 0-real 1-robot,object type,agent to obs x(robot),agent to obs y(robot),agent to obs z(robot), distance(robot),distance(real), sus obs x(robot), sus obs y(robot),sus obs z(robot), obs x(real), obs y(real), obs z(real), robot x(real), robot y(real), robot z(real)
54.691000, 0, Obstacle 52 ,,,,,1.25,,,,1.25,0.0,0.0,-0.0,0.0,0.04 
82.252000, 0, Obstacle 19 ,,,,,1.5,,,,1.63,0.0,0.0,0.13,0.0,0.04 
83.878000, 0, Obstacle 21 ,,,,,1.5,,,,1.84,0.0,0.0,0.34,0.0,0.04 
85.769000, 1, myObstacle 52,0.84,0.1,-0.04,0.85,0.66,1.36,0.1,0.0,1.25,-0.0,0.0,0.59,0.0,0.04 
86.043000, 1, myObstacle 52,0.84,0.1,-0.04,0.85,0.63,1.36,0.1,0.0,1.25,-0.0,0.0,0.62,0.0,0.04 
86.254000, 1, myObstacle 52,0.84,0.1,-0.04,0.85,0.6,1.36,0.1,0.0,1.25,-0.0,0.0,0.65,0.0,0.04 
86.518000, 1, myObstacle 52,0.84,0.1,-0.04,0.85,0.57,1.36,0.1,0.0,1.25,-0.0,0.0,0.68,0.0,0.04 
86.876000, 0, Obstacle 59 ,,,,,1.5,,,,2.23,0.0,0.0,0.73,0.0,0.04 
88.273000, 1, myObstacle 52,0.62,0.1,-0.04,0.62,0.34,1.44,0.1,0.0,1.25,-0.0,0.0,0.91,0.0,0.04 
88.360000, 1, myObstacle 59,1.47,0.09,-0.03,1.47,1.31,2.35,0.1,0.0,2.23,0.0,0.0,0.92,0.0,0.04 
88.621000, 1, myObstacle 52,0.62,0.1,-0.04,0.62,0.29,1.44,0.1,0.0,1.25,-0.0,0.0,0.96,0.0,0.04 
88.701000, 1, myObstacle 59,1.47,0.09,-0.03,1.47,1.26,2.35,0.1,0.0,2.23,0.0,0.0,0.97,0.0,0.04 
88.990000, 1, myObstacle 52,0.62,0.1,-0.04,0.62,0.25,1.44,0.1,0.0,1.25,-0.0,0.0,1.0,0.0,0.04 
89.160000, 1, myObstacle 59,1.41,0.09,-0.04,1.41,1.2,2.35,0.1,0.0,2.23,0.0,0.0,1.03,0.0,0.04 
89.444000, 1, myObstacle 59,1.41,0.09,-0.04,1.41,1.17,2.35,0.1,0.0,2.23,0.0,0.0,1.06,0.0,0.04 
89.692000, 1, myObstacle 59,1.32,0.1,-0.04,1.32,1.13,2.35,0.11,0.0,2.23,0.0,0.0,1.1,0.0,0.04 
