 time, 0-real 1-robot,object type,agent to obs x(robot),agent to obs y(robot),agent to obs z(robot), distance(robot),distance(real), sus obs x(robot), sus obs y(robot),sus obs z(robot), obs x(real), obs y(real), obs z(real), robot x(real), robot y(real), robot z(real)
101.642000, 0, Obstacle 52 ,,,,,1.5,,,,4.12,0.0,0.0,2.62,0.01,0.04 
103.014000, 1, myObstacle 52,1.49,0.09,-0.04,1.49,1.32,4.22,0.1,0.0,4.12,0.0,0.0,2.8,0.01,0.04 
103.215000, 1, myObstacle 52,1.49,0.09,-0.04,1.49,1.29,4.22,0.1,0.0,4.12,0.0,0.0,2.83,0.01,0.04 
103.523000, 1, myObstacle 52,1.42,0.09,-0.03,1.42,1.25,4.22,0.1,0.0,4.12,0.0,0.0,2.87,0.01,0.04 
103.793000, 1, myObstacle 52,1.42,0.09,-0.03,1.42,1.22,4.23,0.11,0.0,4.12,0.0,0.0,2.9,0.01,0.04 
104.050000, 1, myObstacle 52,1.34,0.09,-0.04,1.34,1.19,4.22,0.1,0.0,4.12,0.0,0.0,2.93,0.01,0.04 
104.393000, 1, myObstacle 52,1.34,0.09,-0.04,1.34,1.14,4.22,0.1,0.0,4.12,0.0,0.0,2.98,0.01,0.04 
104.763000, 1, myObstacle 52,1.29,0.09,-0.04,1.3,1.09,4.23,0.1,0.0,4.12,0.0,0.0,3.03,0.01,0.04 
105.108000, 1, myObstacle 52,1.21,0.08,-0.03,1.21,1.05,4.23,0.1,0.0,4.12,0.0,0.0,3.07,0.01,0.04 
105.349000, 1, myObstacle 52,1.21,0.08,-0.03,1.21,1.02,4.22,0.1,0.0,4.12,0.0,0.0,3.1,0.01,0.04 
105.585000, 1, myObstacle 52,2.0,0.08,-0.04,1.21,0.99,5.07,0.1,0.0,4.12,0.0,0.0,3.13,0.01,0.04 
106.347000, 1, myObstacle 52,1.09,0.09,-0.04,1.09,0.89,4.24,0.1,0.0,4.12,0.0,0.0,3.23,0.01,0.04 
106.555000, 1, myObstacle 52,1.02,0.09,-0.04,1.09,0.86,4.23,0.1,0.0,4.12,0.0,0.0,3.26,0.01,0.04 
106.817000, 1, myObstacle 52,1.02,0.09,-0.04,1.02,0.83,4.22,0.1,0.0,4.12,0.0,0.0,3.29,0.01,0.04 
107.101000, 1, myObstacle 52,0.97,0.09,-0.04,1.02,0.79,4.23,0.1,0.0,4.12,0.0,0.0,3.33,0.01,0.04 
107.410000, 1, myObstacle 52,0.97,0.09,-0.04,0.97,0.75,4.22,0.1,0.0,4.12,0.0,0.0,3.37,0.01,0.04 
107.771000, 1, myObstacle 52,0.87,0.09,-0.03,0.87,0.7,4.23,0.1,0.0,4.12,0.0,0.0,3.42,0.01,0.04 
108.091000, 0, Obstacle 59 ,,,,,1.5,,,,4.96,0.0,0.0,3.46,0.01,0.04 
108.217000, 1, myObstacle 52,0.81,0.09,-0.04,0.82,0.64,4.23,0.1,0.0,4.12,0.0,0.0,3.48,0.01,0.04 
108.539000, 1, myObstacle 52,0.81,0.09,-0.04,0.82,0.6,4.23,0.1,0.0,4.12,0.0,0.0,3.52,0.01,0.04 
108.781000, 1, myObstacle 52,0.75,0.09,-0.04,0.75,0.57,4.23,0.1,0.0,4.12,0.0,0.0,3.55,0.01,0.04 
109.077000, 1, myObstacle 52,0.75,0.09,-0.04,0.75,0.53,4.23,0.1,0.0,4.12,0.0,0.0,3.59,0.01,0.04 
109.315000, 1, myObstacle 52,0.69,0.09,-0.04,0.7,0.5,4.25,0.1,0.0,4.12,0.0,0.0,3.62,0.01,0.04 
109.473000, 1, myObstacle 52,0.69,0.09,-0.04,0.7,0.48,4.26,0.1,0.0,4.12,0.0,0.0,3.64,0.01,0.04 
