 time, 0-real 1-robot,object type,agent to obs x(robot),agent to obs y(robot),agent to obs z(robot), distance(robot),distance(real), sus obs x(robot), sus obs y(robot),sus obs z(robot), obs x(real), obs y(real), obs z(real), robot x(real), robot y(real), robot z(real)
79.114000, 0, Obstacle 18 ,,,,,1.5,,,,2.0,0.0,0.0,0.5,0.0,0.04 
81.567000, 1, myObstacle 16,1.36,0.1,-0.04,1.37,4.0,2.11,0.11,0.0,4.82,0.0,0.0,0.82,0.0,0.04 
81.645000, 0, Obstacle 59 ,,,,,1.5,,,,2.33,-0.0,0.0,0.83,0.0,0.04 
81.862000, 1, myObstacle 16,1.36,0.1,-0.04,1.37,3.96,2.11,0.1,0.0,4.82,0.0,0.0,0.86,0.0,0.04 
82.073000, 1, myObstacle 16,1.36,0.1,-0.04,1.37,3.93,2.11,0.1,0.0,4.82,0.0,0.0,0.89,0.0,0.04 
82.315000, 1, myObstacle 16,1.36,0.1,-0.04,1.37,3.9,2.11,0.1,0.0,4.82,0.0,0.0,0.92,0.0,0.04 
83.137000, 1, myObstacle 52,1.15,0.1,-0.03,1.16,7.71,2.1,0.1,0.0,8.73,0.0,0.0,1.02,0.0,0.04 
83.406000, 1, myObstacle 52,1.15,0.1,-0.03,1.16,7.67,2.1,0.1,0.0,8.73,0.0,0.0,1.06,0.0,0.04 
83.683000, 1, myObstacle 52,1.15,0.1,-0.03,1.16,7.64,2.1,0.1,0.0,8.73,0.0,0.0,1.09,0.0,0.04 
83.824000, 1, myObstacle 59,1.39,0.1,-0.03,1.39,1.22,2.42,0.1,0.0,2.33,-0.0,0.0,1.11,0.0,0.04 
83.941000, 1, myObstacle 18,1.07,0.1,-0.04,1.08,0.87,2.12,0.1,0.0,2.0,0.0,0.0,1.13,0.0,0.04 
84.059000, 1, myObstacle 20,1.05,0.1,-0.04,1.05,5.38,2.12,0.1,0.0,6.52,-0.0,0.0,1.14,0.0,0.04 
84.314000, 1, myObstacle 59,1.39,0.1,-0.03,1.39,1.15,2.42,0.1,0.0,2.33,-0.0,0.0,1.18,0.0,0.04 
84.466000, 1, myObstacle 18,1.0,0.1,-0.04,1.01,0.8,2.11,0.1,0.0,2.0,0.0,0.0,1.2,0.0,0.04 
84.582000, 1, myObstacle 20,1.05,0.1,-0.04,1.05,5.31,2.12,0.1,0.0,6.52,-0.0,0.0,1.21,0.0,0.04 
84.916000, 1, myObstacle 18,0.94,0.1,-0.04,0.95,0.75,2.12,0.1,0.0,2.0,0.0,0.0,1.26,0.0,0.04 
85.175000, 1, myObstacle 18,0.94,0.1,-0.04,0.95,0.71,2.11,0.1,0.0,2.0,0.0,0.0,1.29,0.0,0.04 
85.485000, 1, myObstacle 18,0.87,0.1,-0.04,0.87,0.67,2.1,0.1,0.0,2.0,0.0,0.0,1.33,0.0,0.04 
85.761000, 1, myObstacle 59,1.16,0.1,-0.03,1.16,0.96,2.45,0.1,0.0,2.33,-0.0,0.0,1.37,0.0,0.04 
85.870000, 0, Obstacle 21 ,,,,,1.5,,,,2.88,0.0,0.0,1.38,0.0,0.04 
85.870000, 1, myObstacle 18,0.81,0.1,-0.04,0.81,0.62,2.11,0.1,0.0,2.0,0.0,0.0,1.38,0.0,0.04 
86.180000, 1, myObstacle 59,1.16,0.1,-0.03,1.16,0.91,2.45,0.1,0.0,2.33,-0.0,0.0,1.42,0.0,0.04 
86.286000, 1, myObstacle 18,0.74,0.1,-0.04,0.81,0.57,2.11,0.1,0.0,2.0,0.0,0.0,1.43,0.0,0.04 
86.436000, 1, myObstacle 59,1.05,0.1,-0.04,1.05,0.88,2.43,0.1,0.0,2.33,-0.0,0.0,1.45,0.0,0.04 
86.543000, 1, myObstacle 18,0.74,0.1,-0.04,0.74,0.53,2.12,0.1,0.0,2.0,0.0,0.0,1.47,0.0,0.04 
86.847000, 1, myObstacle 59,0.99,0.1,-0.04,0.99,0.82,2.44,0.1,0.0,2.33,-0.0,0.0,1.51,0.0,0.04 
86.938000, 1, myObstacle 18,0.74,0.1,-0.04,0.74,0.48,2.12,0.1,0.0,2.0,0.0,0.0,1.52,0.0,0.04 
87.279000, 1, myObstacle 52,0.66,0.1,-0.04,0.67,7.17,2.99,0.11,0.0,8.73,0.0,0.0,1.56,0.0,0.04 
87.362000, 1, myObstacle 59,0.94,0.1,-0.04,0.95,0.76,2.44,0.1,0.0,2.33,-0.0,0.0,1.57,0.0,0.04 
87.438000, 1, myObstacle 70,1.48,0.1,-0.03,1.48,2.4,2.98,0.1,0.0,3.98,-0.0,0.0,1.58,0.0,0.04 
87.738000, 1, myObstacle 52,0.66,0.1,-0.04,0.67,7.11,2.99,0.11,0.0,8.73,0.0,0.0,1.62,0.0,0.04 
87.870000, 1, myObstacle 59,0.85,0.1,-0.04,0.95,0.69,2.44,0.1,0.0,2.33,-0.0,0.0,1.64,0.0,0.04 
87.953000, 1, myObstacle 70,1.48,0.1,-0.03,1.48,2.33,2.99,0.11,0.0,3.98,-0.0,0.0,1.65,0.0,0.04 
88.218000, 1, myObstacle 59,0.85,0.1,-0.04,0.86,0.65,2.44,0.1,0.0,2.33,-0.0,0.0,1.68,0.0,0.04 
88.517000, 1, myObstacle 59,0.75,0.09,-0.03,0.86,0.61,2.43,0.1,0.0,2.33,-0.0,0.0,1.72,0.0,0.04 
88.634000, 1, myObstacle 21,1.3,0.1,-0.04,1.31,1.14,2.98,0.1,0.0,2.88,0.0,0.0,1.74,0.0,0.04 
88.885000, 1, myObstacle 59,0.75,0.09,-0.03,0.76,0.56,2.43,0.1,0.0,2.33,-0.0,0.0,1.77,0.0,0.04 
88.978000, 1, myObstacle 21,1.3,0.1,-0.04,1.31,1.1,2.98,0.1,0.0,2.88,0.0,0.0,1.78,0.0,0.04 
89.236000, 1, myObstacle 59,0.7,0.1,-0.04,0.71,0.52,2.45,0.1,0.0,2.33,-0.0,0.0,1.82,0.0,0.04 
89.364000, 1, myObstacle 21,1.3,0.1,-0.04,1.31,1.05,2.98,0.1,0.0,2.88,0.0,0.0,1.83,0.0,0.04 
89.567000, 1, myObstacle 59,0.7,0.1,-0.04,0.71,0.47,2.45,0.1,0.0,2.33,-0.0,0.0,1.86,0.0,0.04 
89.795000, 1, myObstacle 59,0.7,0.1,-0.04,0.71,0.44,2.45,0.1,0.0,2.33,-0.0,0.0,1.89,0.0,0.04 
90.019000, 1, myObstacle 59,0.7,0.1,-0.04,0.71,0.41,2.45,0.1,0.0,2.33,-0.0,0.0,1.92,0.0,0.04 
90.135000, 1, myObstacle 21,1.13,0.09,-0.03,1.13,0.95,2.98,0.1,0.0,2.88,0.0,0.0,1.93,0.0,0.04 
90.463000, 1, myObstacle 21,1.13,0.09,-0.03,1.13,0.91,2.99,0.1,0.0,2.88,0.0,0.0,1.97,0.0,0.04 
