 time, 0-real 1-robot,object type,agent to obs x(robot),agent to obs y(robot),agent to obs z(robot), distance(robot),distance(real), sus obs x(robot), sus obs y(robot),sus obs z(robot), obs x(real), obs y(real), obs z(real), robot x(real), robot y(real), robot z(real)
84.851000, 0, Obstacle 17 ,,,,,1.5,,,,2.74,0.0,0.0,1.24,0.0,0.04 
88.315000, 1, myObstacle 17,1.21,0.09,-0.03,1.22,1.05,2.84,0.1,0.0,2.74,0.0,0.0,1.69,0.0,0.04 
88.596000, 1, myObstacle 17,1.21,0.09,-0.03,1.22,1.01,2.84,0.1,0.0,2.74,0.0,0.0,1.73,0.0,0.04 
88.855000, 1, myObstacle 17,1.21,0.09,-0.03,1.22,0.98,2.84,0.1,0.0,2.74,0.0,0.0,1.76,0.0,0.04 
89.106000, 1, myObstacle 17,1.21,0.09,-0.03,1.22,0.95,2.84,0.1,0.0,2.74,0.0,0.0,1.8,0.0,0.04 
89.537000, 1, myObstacle 18,1.07,0.1,-0.04,1.07,3.52,2.85,0.1,0.0,5.37,0.0,0.0,1.85,0.0,0.04 
89.923000, 1, myObstacle 18,1.07,0.1,-0.04,1.07,3.47,2.85,0.1,0.0,5.37,0.0,0.0,1.9,0.0,0.04 
90.163000, 1, myObstacle 17,0.99,0.09,-0.04,0.99,0.81,2.85,0.1,0.0,2.74,0.0,0.0,1.93,0.0,0.04 
90.266000, 1, myObstacle 18,1.07,0.1,-0.04,1.07,3.42,2.85,0.1,0.0,5.37,0.0,0.0,1.95,0.01,0.04 
90.461000, 1, myObstacle 17,0.93,0.1,-0.04,0.99,0.77,2.86,0.1,0.0,2.74,0.0,0.0,1.97,0.01,0.04 
90.701000, 1, myObstacle 17,0.93,0.1,-0.04,0.94,0.74,2.86,0.1,0.0,2.74,0.0,0.0,2.0,0.01,0.04 
90.744000, 1, myObstacle 17,0.93,0.1,-0.04,0.94,0.73,2.86,0.1,0.0,2.74,0.0,0.0,2.01,0.01,0.04 
90.793000, 1, myObstacle 17,0.93,0.1,-0.04,0.94,0.73,2.86,0.1,0.0,2.74,0.0,0.0,2.01,0.01,0.04 
90.888000, 1, myObstacle 17,0.93,0.1,-0.04,0.94,0.71,2.85,0.1,0.0,2.74,0.0,0.0,2.03,0.01,0.04 
91.076000, 1, myObstacle 17,0.93,0.1,-0.04,0.94,0.69,2.85,0.1,0.0,2.74,0.0,0.0,2.05,0.01,0.04 
91.374000, 1, myObstacle 17,0.93,0.1,-0.04,0.94,0.65,2.85,0.1,0.0,2.74,0.0,0.0,2.09,0.01,0.04 
92.162000, 0, Obstacle 19 ,,,,,1.5,,,,3.69,0.0,0.0,2.19,0.01,0.04 
99.666000, 1, myObstacle 19,0.71,0.09,-0.04,0.71,0.52,3.8,0.1,0.0,3.69,0.0,0.0,3.17,0.01,0.04 
99.954000, 1, myObstacle 19,0.71,0.09,-0.04,0.71,0.49,3.81,0.1,0.0,3.69,0.0,0.0,3.2,0.01,0.04 
100.137000, 1, myObstacle 19,0.71,0.09,-0.04,0.71,0.46,3.81,0.1,0.0,3.69,0.0,0.0,3.23,0.01,0.04 
100.359000, 1, myObstacle 19,0.71,0.09,-0.04,0.71,0.44,3.81,0.1,0.0,3.69,0.0,0.0,3.26,0.01,0.04 
101.767000, 0, Obstacle 73 ,,,,,1.5,,,,4.94,0.0,0.0,3.44,0.01,0.04 
105.079000, 0, Obstacle 18 ,,,,,1.5,,,,5.37,0.0,0.0,3.87,0.01,0.04 
108.081000, 0, Obstacle 59 ,,,,,1.5,,,,5.76,-0.0,0.0,4.26,0.01,0.04 
109.507000, 1, myObstacle 18,1.1,0.09,-0.04,1.1,0.93,5.48,0.1,0.0,5.37,0.0,0.0,4.44,0.01,0.04 
109.695000, 1, myObstacle 52,1.08,0.09,-0.04,1.09,1.96,5.48,0.1,0.0,6.43,-0.0,0.0,4.47,0.01,0.04 
109.833000, 1, myObstacle 59,1.46,0.08,-0.04,1.47,1.27,5.88,0.1,0.0,5.76,-0.0,0.0,4.49,0.01,0.04 
109.914000, 1, myObstacle 18,1.1,0.09,-0.04,1.1,0.87,5.48,0.1,0.0,5.37,0.0,0.0,4.5,0.01,0.04 
110.020000, 1, myObstacle 20,1.05,0.09,-0.04,1.05,3.49,5.48,0.1,0.0,8.0,0.0,0.0,4.51,0.01,0.04 
110.337000, 1, myObstacle 52,1.08,0.09,-0.04,1.09,1.88,5.1,0.1,0.0,6.43,-0.0,0.0,4.55,0.01,0.04 
