 time, 0-real 1-robot,object type,agent to obs x(robot),agent to obs y(robot),agent to obs z(robot), distance(robot),distance(real), sus obs x(robot), sus obs y(robot),sus obs z(robot), obs x(real), obs y(real), obs z(real), robot x(real), robot y(real), robot z(real)
85.245000, 0, Obstacle 17 ,,,,,1.5,,,,2.74,-0.0,0.0,1.24,0.0,0.04 
92.263000, 1, myObstacle 17,0.76,0.09,-0.04,0.77,0.59,2.85,0.1,0.0,2.74,-0.0,0.0,2.15,0.01,0.04 
92.557000, 1, myObstacle 17,0.76,0.09,-0.04,0.77,0.55,2.85,0.1,0.0,2.74,-0.0,0.0,2.19,0.01,0.04 
92.559000, 0, Obstacle 19 ,,,,,1.5,,,,3.69,-0.0,0.0,2.19,0.01,0.04 
92.825000, 1, myObstacle 17,0.7,0.1,-0.04,0.71,0.52,2.85,0.1,0.0,2.74,-0.0,0.0,2.23,0.01,0.04 
93.047000, 1, myObstacle 17,0.7,0.1,-0.04,0.71,0.49,2.85,0.1,0.0,2.74,-0.0,0.0,2.25,0.01,0.04 
93.263000, 1, myObstacle 17,0.7,0.1,-0.04,0.71,0.46,2.85,0.1,0.0,2.74,-0.0,0.0,2.28,0.01,0.04 
93.595000, 1, myObstacle 52,0.65,0.1,-0.04,0.66,4.11,2.9,0.1,0.0,6.43,-0.0,0.0,2.33,0.01,0.04 
93.700000, 1, myObstacle 17,0.7,0.1,-0.04,0.71,0.4,2.85,0.1,0.0,2.74,-0.0,0.0,2.34,0.01,0.04 
94.005000, 1, myObstacle 52,0.65,0.1,-0.04,0.66,4.05,2.9,0.1,0.0,6.43,-0.0,0.0,2.38,0.01,0.04 
94.136000, 1, myObstacle 20,1.46,0.09,-0.04,1.46,5.61,3.79,0.1,0.0,8.0,0.0,0.0,2.39,0.01,0.04 
94.416000, 1, myObstacle 52,0.65,0.1,-0.04,0.66,4.0,2.9,0.1,0.0,6.43,-0.0,0.0,2.43,0.01,0.04 
94.494000, 1, myObstacle 19,1.44,0.09,-0.04,1.44,1.25,3.82,0.11,0.0,3.69,-0.0,0.0,2.44,0.01,0.04 
94.650000, 1, myObstacle 20,1.46,0.09,-0.04,1.46,5.54,3.79,0.1,0.0,8.0,0.0,0.0,2.46,0.01,0.04 
94.802000, 1, myObstacle 19,1.44,0.09,-0.04,1.44,1.21,3.79,0.1,0.0,3.69,-0.0,0.0,2.48,0.01,0.04 
94.874000, 1, myObstacle 20,1.38,0.09,-0.04,1.38,5.51,3.82,0.1,0.0,8.0,0.0,0.0,2.49,0.01,0.04 
