Batch, World, Method, Experiment, #obstacles passed, #obstacles identified, #targets passed, #targets identified,73,70,52,59,16,17,18,19,20,21,target1,target2,target3
b19,w4,APBITE 4.0-4.0,s5,10,8,1,1,X,X,V,V,V,V,V,V,V,V,V,O,O
b19,w4,APBITE 4.0-4.0,s2,10,7,1,0,X,X,V,V,V,V,V,X,V,V,X,O,O
b19,w4,APBITE 4.0-4.0,s8,10,5,1,1,X,X,V,X,V,X,V,V,X,V,V,O,O
b19,w4,APBITE 4.0-4.0,s6,10,4,1,1,X,X,V,V,V,X,X,X,X,V,V,O,O
b19,w4,APBITE 4.0-4.0,s13,10,5,1,1,X,X,V,V,V,X,V,X,X,V,V,O,O
b19,w4,APBITE 4.0-4.0,s0,10,7,1,1,X,X,V,V,V,X,V,V,V,V,V,O,O
b19,w4,APBITE 4.0-4.0,s7,10,4,1,1,V,X,V,V,V,X,X,X,X,X,V,O,O
b19,w4,APBITE 4.0-4.0,s4,10,3,1,1,X,X,V,X,V,X,X,V,X,X,V,O,O
b19,w4,APBITE 4.0-4.0,s3,10,8,1,1,V,X,V,V,V,X,V,V,V,V,V,O,O
b19,w4,APBITE 4.0-4.0,s11,10,6,1,1,X,X,V,V,V,X,X,V,V,V,V,O,O
b19,w4,APBITE 4.0-4.0,s9,10,5,1,1,X,X,V,V,V,V,X,X,V,X,V,O,O
b19,w4,APBITE 4.0-4.0,s12,10,5,1,1,X,X,V,X,V,X,V,X,V,V,V,O,O
b19,w4,APBITE 4.0-4.0,s15,10,7,1,1,X,X,V,V,V,X,V,V,V,V,V,O,O
b19,w4,APBITE 4.0-4.0,s14,10,6,1,1,X,V,V,X,V,X,V,V,X,V,V,O,O
b19,w4,APBITE 1.0-4.0,s0,10,6,1,1,X,V,V,V,V,X,X,X,V,V,V,O,O
b19,w4,APBITE 1.0-4.0,s5,10,7,1,0,X,V,V,V,V,X,V,X,V,V,X,O,O
b19,w4,APBITE 1.0-4.0,s2,10,7,1,1,V,V,V,X,V,X,V,X,V,V,V,O,O
b19,w4,APBITE 1.0-4.0,s14,10,7,1,0,X,V,V,V,V,X,X,V,V,V,X,O,O
b19,w4,APBITE 1.0-4.0,s9,10,6,1,0,X,V,V,V,V,X,X,V,V,X,X,O,O
b19,w4,APBITE 1.0-4.0,s15,10,7,1,0,V,V,V,V,V,X,V,X,X,V,X,O,O
b19,w4,APBITE 1.0-4.0,s4,10,9,1,1,V,V,V,V,V,X,V,V,V,V,V,O,O
b19,w4,APBITE 1.0-4.0,s8,10,6,1,0,X,V,V,V,V,X,X,X,V,V,X,O,O
b19,w4,APBITE 1.0-4.0,s11,10,8,1,1,V,V,V,V,V,X,X,V,V,V,V,O,O
b19,w4,APBITE 1.0-4.0,s3,10,9,1,1,V,V,V,V,V,X,V,V,V,V,V,O,O
b19,w4,APBITE 1.0-4.0,s13,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O
b19,w4,APBITE 1.0-4.0,s1,10,6,1,1,X,V,V,V,V,X,X,X,V,V,V,O,O
b19,w4,APBITE 1.0-4.0,s12,10,6,1,1,X,V,V,V,V,X,X,X,V,V,V,O,O
b19,w4,APBITE 1.0-4.0,s7,10,6,1,1,V,X,V,X,V,X,X,V,V,V,V,O,O
b19,w4,APBITE 1.0-4.0,s10,10,8,1,1,V,V,V,V,V,X,X,V,V,V,V,O,O
b19,w4,APBITE 1.0-4.0,s6,10,8,1,1,V,V,V,X,V,X,V,V,V,V,V,O,O
b19,w4,lookup,s8,10,0,1,1,X,X,X,X,X,X,X,X,X,X,V,O,O
b19,w4,lookup,s11,10,0,1,1,X,X,X,X,X,X,X,X,X,X,V,O,O
b19,w4,lookup,s6,10,0,1,1,X,X,X,X,X,X,X,X,X,X,V,O,O
b19,w4,lookup,s4,10,0,1,1,X,X,X,X,X,X,X,X,X,X,V,O,O
b19,w4,lookup,s7,10,0,1,1,X,X,X,X,X,X,X,X,X,X,V,O,O
b19,w4,lookup,s0,10,0,1,1,X,X,X,X,X,X,X,X,X,X,V,O,O
b19,w4,lookup,s10,10,0,1,1,X,X,X,X,X,X,X,X,X,X,V,O,O
b19,w4,lookup,s12,10,0,1,1,X,X,X,X,X,X,X,X,X,X,V,O,O
b19,w4,lookup,s2,10,0,1,1,X,X,X,X,X,X,X,X,X,X,V,O,O
b19,w4,lookup,s14,10,0,1,1,X,X,X,X,X,X,X,X,X,X,V,O,O
b19,w4,lookup,s9,10,0,1,1,X,X,X,X,X,X,X,X,X,X,V,O,O
b19,w4,lookup,s5,10,0,1,1,X,X,X,X,X,X,X,X,X,X,V,O,O
b19,w4,lookup,s1,10,0,1,1,X,X,X,X,X,X,X,X,X,X,V,O,O
b19,w4,lookup,s13,10,0,1,1,X,X,X,X,X,X,X,X,X,X,V,O,O
b19,w4,lookup,s3,10,0,1,1,X,X,X,X,X,X,X,X,X,X,V,O,O
b19,w4,lookup,s15,10,0,1,1,X,X,X,X,X,X,X,X,X,X,V,O,O
b19,w4,lookdown,s11,10,7,1,0,X,V,V,V,V,X,X,V,V,V,X,O,O
b19,w4,lookdown,s3,10,7,1,0,X,V,V,V,V,V,X,X,V,V,X,O,O
b19,w4,lookdown,s8,10,8,1,0,X,V,V,V,V,V,V,X,V,V,X,O,O
b19,w4,lookdown,s12,10,9,1,0,X,V,V,V,V,V,V,V,V,V,X,O,O
b19,w4,lookdown,s0,10,7,1,0,V,V,V,V,V,X,X,X,V,V,X,O,O
b19,w4,lookdown,s6,10,9,1,0,V,V,V,V,V,V,V,V,V,X,X,O,O
b19,w4,lookdown,s7,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O
b19,w4,lookdown,s2,10,8,1,0,X,V,V,V,V,V,V,X,V,V,X,O,O
b19,w4,lookdown,s15,10,6,1,0,X,V,V,V,V,X,X,X,V,V,X,O,O
b19,w4,lookdown,s4,10,8,1,0,V,V,V,V,V,X,V,X,V,V,X,O,O
b19,w4,lookdown,s9,10,9,1,0,V,V,V,V,V,V,V,X,V,V,X,O,O
b19,w4,lookdown,s5,10,10,1,0,V,V,V,V,V,V,V,V,V,V,X,O,O
b19,w4,lookdown,s1,10,9,1,0,V,V,V,V,V,X,V,V,V,V,X,O,O
b19,w4,lookdown,s14,10,8,1,0,V,V,V,V,V,V,X,X,V,V,X,O,O
b19,w4,lookdown,s13,10,9,1,0,V,V,V,V,V,X,V,V,V,V,X,O,O
b19,w4,lookdown,s10,0,0,0,0,O,O,O,O,O,O,O,O,O,O,O,O,O





Type,Sum(Obs_Passes),Sum(Obs_seen),Obs Ratio, ,Sum(Target_Passed),Sum(Target_seen),Target Ratio
opt,150.0,144.0,0.96,,15.0,15.0,1.0
APBITE 4.0-1.0,160.0,81.0,0.50625,,16.0,16.0,1.0
APBITE 1.0-1.0,150.0,109.0,0.726666666667,,15.0,13.0,0.866666666667
APBITE 4.0-4.0,160.0,93.0,0.58125,,16.0,15.0,0.9375
APBITE 1.0-4.0,150.0,106.0,0.706666666667,,15.0,10.0,0.666666666667
lookup,160.0,0.0,0.0,,16.0,16.0,1.0
lookdown,140.0,114.0,0.814285714286,,14.0,0.0,0.0
