 time, 0-real 1-robot,object type,agent to obs x(robot),agent to obs y(robot),agent to obs z(robot), distance(robot),distance(real), sus obs x(robot), sus obs y(robot),sus obs z(robot), obs x(real), obs y(real), obs z(real), robot x(real), robot y(real), robot z(real)
90.607000, 0, Obstacle 17 ,,,,,1.5,,,,2.74,0.0,0.0,1.24,0.0,0.04 
97.923000, 0, Obstacle 19 ,,,,,1.5,,,,3.69,0.0,0.0,2.19,0.01,0.04 
99.326000, 1, myObstacle 52,0.62,0.09,-0.04,0.63,4.06,2.93,0.1,0.0,6.43,0.0,0.0,2.37,0.01,0.04 
99.572000, 1, myObstacle 52,0.62,0.09,-0.04,0.63,4.03,2.94,0.05,0.0,6.43,0.0,0.0,2.4,0.01,0.04 
99.893000, 1, myObstacle 52,0.62,0.09,-0.04,0.63,3.99,2.94,0.05,0.0,6.43,0.0,0.0,2.45,0.01,0.04 
100.289000, 1, myObstacle 52,0.62,0.09,-0.04,0.63,3.93,2.94,0.05,0.0,6.43,0.0,0.0,2.5,0.01,0.04 
105.481000, 1, myObstacle 19,0.7,0.09,-0.04,0.71,0.52,3.81,0.1,0.0,3.69,0.0,0.0,3.17,0.01,0.04 
105.805000, 1, myObstacle 19,0.7,0.09,-0.04,0.71,0.48,3.81,0.1,0.0,3.69,0.0,0.0,3.21,0.01,0.04 
106.011000, 1, myObstacle 19,0.7,0.09,-0.04,0.71,0.45,3.81,0.1,0.0,3.69,0.0,0.0,3.24,0.01,0.04 
106.321000, 1, myObstacle 19,0.7,0.09,-0.04,0.71,0.41,3.81,0.1,0.0,3.69,0.0,0.0,3.28,0.01,0.04 
107.547000, 0, Obstacle 73 ,,,,,1.5,,,,4.94,0.0,0.0,3.44,0.01,0.04 
110.855000, 0, Obstacle 18 ,,,,,1.5,,,,5.37,-0.0,0.0,3.87,0.01,0.04 
113.861000, 0, Obstacle 59 ,,,,,1.5,,,,5.76,0.0,0.0,4.26,0.02,0.04 
115.757000, 1, myObstacle 52,0.65,0.08,-0.04,0.66,1.92,5.1,0.1,0.0,6.43,0.0,0.0,4.51,0.02,0.04 
116.011000, 1, myObstacle 52,0.65,0.08,-0.04,0.66,1.89,5.1,0.1,0.0,6.43,0.0,0.0,4.54,0.02,0.04 
116.224000, 1, myObstacle 52,0.65,0.08,-0.04,0.66,1.86,5.1,0.1,0.0,6.43,0.0,0.0,4.57,0.02,0.04 
116.563000, 1, myObstacle 52,1.3,0.08,-0.03,1.31,1.82,5.85,0.1,0.01,6.43,0.0,0.0,4.61,0.02,0.04 
116.796000, 1, myObstacle 52,1.3,0.08,-0.03,1.31,1.79,5.85,0.1,0.01,6.43,0.0,0.0,4.64,0.02,0.04 
117.074000, 1, myObstacle 52,1.25,0.08,-0.04,1.31,1.75,5.87,0.1,0.0,6.43,0.0,0.0,4.68,0.02,0.04 
117.356000, 1, myObstacle 52,1.25,0.08,-0.04,1.25,1.72,5.87,0.1,0.0,6.43,0.0,0.0,4.71,0.02,0.04 
117.633000, 1, myObstacle 52,1.25,0.08,-0.04,1.25,1.68,5.87,0.1,0.0,6.43,0.0,0.0,4.75,0.02,0.04 
117.987000, 1, myObstacle 52,1.25,0.08,-0.04,1.25,1.63,5.87,0.1,0.0,6.43,0.0,0.0,4.8,0.02,0.04 
119.016000, 0, Obstacle 52 ,,,,,1.5,,,,6.43,0.0,0.0,4.93,0.02,0.04 
121.480000, 1, myObstacle 59,0.7,0.08,-0.04,0.71,0.51,5.89,0.1,0.0,5.76,0.0,0.0,5.25,0.02,0.04 
121.708000, 1, myObstacle 59,0.7,0.08,-0.04,0.71,0.48,5.89,0.1,0.0,5.76,0.0,0.0,5.28,0.02,0.04 
121.936000, 1, myObstacle 52,1.32,0.08,-0.04,1.32,1.12,6.55,0.11,0.0,6.43,0.0,0.0,5.31,0.02,0.04 
122.014000, 1, myObstacle 59,0.7,0.08,-0.04,0.71,0.44,5.89,0.1,0.0,5.76,0.0,0.0,5.32,0.02,0.04 
122.196000, 1, myObstacle 52,1.32,0.08,-0.04,1.32,1.09,6.55,0.11,0.0,6.43,0.0,0.0,5.35,0.02,0.04 
122.288000, 1, myObstacle 59,0.7,0.08,-0.04,0.71,0.41,5.89,0.1,0.0,5.76,0.0,0.0,5.36,0.02,0.04 
122.471000, 1, myObstacle 52,1.23,0.08,-0.04,1.23,1.05,6.55,0.1,0.0,6.43,0.0,0.0,5.38,0.02,0.04 
