Batch, World, Method, Experiment, #obstacles passed, #obstacles identified, #targets passed, #targets identified,73,70,52,59,16,17,18,19,20,21,target1,target2,target3
b16,w4,opt,s14,10,9,1,1,X,V,V,V,V,V,V,V,V,V,V,O,O
b16,w4,opt,s7,10,10,1,1,V,V,V,V,V,V,V,V,V,V,V,O,O
b16,w4,opt,s0,10,10,1,1,V,V,V,V,V,V,V,V,V,V,V,O,O
b16,w4,opt,s2,10,10,1,1,V,V,V,V,V,V,V,V,V,V,V,O,O
b16,w4,opt,s8,10,9,1,1,X,V,V,V,V,V,V,V,V,V,V,O,O
b16,w4,opt,s10,10,9,1,1,X,V,V,V,V,V,V,V,V,V,V,O,O
b16,w4,opt,s15,10,9,1,1,X,V,V,V,V,V,V,V,V,V,V,O,O
b16,w4,opt,s9,10,10,1,1,V,V,V,V,V,V,V,V,V,V,V,O,O
b16,w4,opt,s3,10,9,1,1,X,V,V,V,V,V,V,V,V,V,V,O,O
b16,w4,opt,s13,10,10,1,1,V,V,V,V,V,V,V,V,V,V,V,O,O
b16,w4,opt,s4,10,9,1,1,X,V,V,V,V,V,V,V,V,V,V,O,O
b16,w4,opt,s11,10,10,1,1,V,V,V,V,V,V,V,V,V,V,V,O,O
b16,w4,opt,s1,10,10,1,1,V,V,V,V,V,V,V,V,V,V,V,O,O
b16,w4,opt,s12,10,8,1,1,X,V,V,V,V,V,V,V,V,X,V,O,O
b16,w4,opt,s6,10,10,1,1,V,V,V,V,V,V,V,V,V,V,V,O,O
b16,w4,opt,s5,10,9,1,1,X,V,V,V,V,V,V,V,V,V,V,O,O
b16,w4,APBITE 4.0-1.0,s15,10,7,1,1,X,V,V,V,V,X,V,X,V,V,V,O,O
b16,w4,APBITE 4.0-1.0,s14,10,8,1,1,V,V,V,V,X,V,X,V,V,V,V,O,O
b16,w4,APBITE 4.0-1.0,s0,10,6,1,1,X,V,V,V,X,V,X,V,V,X,V,O,O
b16,w4,APBITE 4.0-1.0,s10,10,7,1,0,V,V,V,V,X,V,X,X,V,V,X,O,O
b16,w4,APBITE 4.0-1.0,s3,10,9,1,1,X,V,V,V,V,V,V,V,V,V,V,O,O
b16,w4,APBITE 4.0-1.0,s6,10,4,1,1,X,V,V,V,X,V,X,X,X,X,V,O,O
b16,w4,APBITE 4.0-1.0,s5,10,4,1,1,X,V,V,X,X,X,X,X,V,V,V,O,O
b16,w4,APBITE 4.0-1.0,s2,10,4,1,1,X,V,V,V,X,X,X,X,V,X,V,O,O
b16,w4,APBITE 4.0-1.0,s13,10,3,1,1,X,X,V,V,X,X,X,X,V,X,V,O,O
