 time, 0-real 1-robot,object type,agent to obs x(robot),agent to obs y(robot),agent to obs z(robot), distance(robot),distance(real), sus obs x(robot), sus obs y(robot),sus obs z(robot), obs x(real), obs y(real), obs z(real), robot x(real), robot y(real), robot z(real)
78.531000, 0, Obstacle 59 ,,,,,1.5,,,,1.85,0.0,0.0,0.35,0.0,0.04 
81.684000, 1, myObstacle 52,1.29,0.1,-0.04,1.29,5.15,1.98,0.1,0.0,5.91,0.0,0.0,0.76,0.0,0.04 
81.910000, 1, myObstacle 52,1.29,0.1,-0.04,1.29,5.12,1.98,0.1,0.0,5.91,0.0,0.0,0.79,0.0,0.04 
82.008000, 1, myObstacle 59,1.23,0.1,-0.03,1.23,1.05,1.96,0.1,0.0,1.85,0.0,0.0,0.8,0.0,0.04 
82.382000, 1, myObstacle 52,1.29,0.1,-0.04,1.29,5.06,1.98,0.1,0.0,5.91,0.0,0.0,0.85,0.0,0.04 
82.463000, 1, myObstacle 59,1.17,0.1,-0.03,1.17,0.99,1.96,0.1,0.0,1.85,0.0,0.0,0.86,0.0,0.04 
82.722000, 1, myObstacle 59,1.1,0.1,-0.03,1.17,0.95,1.94,0.1,0.0,1.85,0.0,0.0,0.9,0.0,0.04 
82.998000, 1, myObstacle 59,1.1,0.1,-0.03,1.11,0.92,1.96,0.1,0.0,1.85,0.0,0.0,0.93,0.0,0.04 
83.266000, 1, myObstacle 59,1.1,0.1,-0.03,1.11,0.88,1.96,0.1,0.0,1.85,0.0,0.0,0.97,0.0,0.04 
83.598000, 1, myObstacle 59,1.0,0.1,-0.03,1.0,0.84,1.95,0.1,0.0,1.85,0.0,0.0,1.01,0.0,0.04 
83.917000, 1, myObstacle 59,1.0,0.1,-0.03,1.0,0.8,1.95,0.1,0.0,1.85,0.0,0.0,1.05,0.0,0.04 
84.122000, 1, myObstacle 59,1.0,0.1,-0.03,1.0,0.77,1.95,0.1,0.0,1.85,0.0,0.0,1.08,0.0,0.04 
84.377000, 1, myObstacle 59,1.0,0.1,-0.03,1.0,0.74,1.95,0.1,0.0,1.85,0.0,0.0,1.11,0.0,0.04 
84.996000, 1, myObstacle 59,0.83,0.1,-0.04,0.83,0.66,1.95,0.1,0.0,1.85,0.0,0.0,1.19,0.0,0.04 
85.292000, 1, myObstacle 59,0.83,0.1,-0.04,0.83,0.62,1.96,0.11,0.0,1.85,0.0,0.0,1.23,0.0,0.04 
85.519000, 1, myObstacle 59,0.83,0.1,-0.04,0.83,0.59,1.96,0.11,0.0,1.85,0.0,0.0,1.26,0.0,0.04 
85.757000, 1, myObstacle 59,0.74,0.1,-0.04,0.74,0.56,1.96,0.1,0.0,1.85,0.0,0.0,1.29,0.0,0.04 
86.023000, 1, myObstacle 59,0.74,0.1,-0.04,0.74,0.53,1.97,0.1,0.0,1.85,0.0,0.0,1.32,0.0,0.04 
86.258000, 1, myObstacle 59,0.69,0.1,-0.04,0.7,0.5,1.98,0.1,0.0,1.85,0.0,0.0,1.36,0.0,0.04 
86.496000, 1, myObstacle 59,0.69,0.1,-0.04,0.7,0.46,1.98,0.1,0.0,1.85,0.0,0.0,1.39,0.0,0.04 
86.712000, 1, myObstacle 59,0.69,0.1,-0.04,0.7,0.44,1.98,0.1,0.0,1.85,0.0,0.0,1.41,0.0,0.04 
87.014000, 1, myObstacle 59,0.69,0.1,-0.04,0.7,0.4,1.98,0.1,0.0,1.85,0.0,0.0,1.46,0.0,0.04 
